2026-08-17 00:07: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial18_20260817000733
2026-08-17 00:07: Train Epoch 1: 0/821 Loss: 16.794003
2026-08-17 00:07: Train Epoch 1: 20/821 Loss: 11.533880
2026-08-17 00:07: Train Epoch 1: 40/821 Loss: 6.251064
2026-08-17 00:07: Train Epoch 1: 60/821 Loss: 5.282611
2026-08-17 00:07: Train Epoch 1: 80/821 Loss: 5.037357
2026-08-17 00:07: Train Epoch 1: 100/821 Loss: 5.250434
2026-08-17 00:07: Train Epoch 1: 120/821 Loss: 4.346641
2026-08-17 00:07: Train Epoch 1: 140/821 Loss: 4.162244
2026-08-17 00:07: Train Epoch 1: 160/821 Loss: 4.028028
2026-08-17 00:07: Train Epoch 1: 180/821 Loss: 4.220719
2026-08-17 00:08: Train Epoch 1: 200/821 Loss: 4.018610
2026-08-17 00:08: Train Epoch 1: 220/821 Loss: 3.984494
2026-08-17 00:08: Train Epoch 1: 240/821 Loss: 3.858421
2026-08-17 00:08: Train Epoch 1: 260/821 Loss: 3.347558
2026-08-17 00:08: Train Epoch 1: 280/821 Loss: 3.585838
2026-08-17 00:08: Train Epoch 1: 300/821 Loss: 3.609947
2026-08-17 00:08: Train Epoch 1: 320/821 Loss: 3.263383
2026-08-17 00:08: Train Epoch 1: 340/821 Loss: 2.833846
2026-08-17 00:08: Train Epoch 1: 360/821 Loss: 2.952980
2026-08-17 00:08: Train Epoch 1: 380/821 Loss: 2.686194
2026-08-17 00:08: Train Epoch 1: 400/821 Loss: 2.569798
2026-08-17 00:08: Train Epoch 1: 420/821 Loss: 2.540091
2026-08-17 00:08: Train Epoch 1: 440/821 Loss: 2.378654
2026-08-17 00:08: Train Epoch 1: 460/821 Loss: 2.430922
2026-08-17 00:08: Train Epoch 1: 480/821 Loss: 2.365583
2026-08-17 00:08: Train Epoch 1: 500/821 Loss: 2.364183
2026-08-17 00:08: Train Epoch 1: 520/821 Loss: 2.360525
2026-08-17 00:08: Train Epoch 1: 540/821 Loss: 2.407240
2026-08-17 00:08: Train Epoch 1: 560/821 Loss: 2.483554
2026-08-17 00:08: Train Epoch 1: 580/821 Loss: 2.203256
2026-08-17 00:09: Train Epoch 1: 600/821 Loss: 2.169984
2026-08-17 00:09: Train Epoch 1: 620/821 Loss: 2.316686
2026-08-17 00:09: Train Epoch 1: 640/821 Loss: 2.152924
2026-08-17 00:09: Train Epoch 1: 660/821 Loss: 2.267612
2026-08-17 00:09: Train Epoch 1: 680/821 Loss: 2.128347
2026-08-17 00:09: Train Epoch 1: 700/821 Loss: 2.140921
2026-08-17 00:09: Train Epoch 1: 720/821 Loss: 2.023804
2026-08-17 00:09: Train Epoch 1: 740/821 Loss: 2.124722
2026-08-17 00:09: Train Epoch 1: 760/821 Loss: 2.028751
2026-08-17 00:09: Train Epoch 1: 780/821 Loss: 2.088771
2026-08-17 00:09: Train Epoch 1: 800/821 Loss: 2.026877
2026-08-17 00:09: Train Epoch 1: 820/821 Loss: 2.017913
2026-08-17 00:09: **********Train Epoch 1: averaged Loss: 3.404780, tf_ratio: 1.000000
2026-08-17 00:09: **********Val Epoch 1: average Loss: 2.002579
2026-08-17 00:09: *********************************Current best model saved!
2026-08-17 00:09: Train Epoch 2: 0/821 Loss: 2.048671
2026-08-17 00:09: Train Epoch 2: 20/821 Loss: 2.083556
2026-08-17 00:09: Train Epoch 2: 40/821 Loss: 1.964467
2026-08-17 00:09: Train Epoch 2: 60/821 Loss: 2.126665
2026-08-17 00:09: Train Epoch 2: 80/821 Loss: 1.937328
2026-08-17 00:09: Train Epoch 2: 100/821 Loss: 1.891926
2026-08-17 00:10: Train Epoch 2: 120/821 Loss: 1.948070
2026-08-17 00:10: Train Epoch 2: 140/821 Loss: 1.916207
2026-08-17 00:10: Train Epoch 2: 160/821 Loss: 1.977200
2026-08-17 00:10: Train Epoch 2: 180/821 Loss: 1.958036
2026-08-17 00:10: Train Epoch 2: 200/821 Loss: 2.038942
2026-08-17 00:10: Train Epoch 2: 220/821 Loss: 1.872991
2026-08-17 00:10: Train Epoch 2: 240/821 Loss: 2.002534
2026-08-17 00:10: Train Epoch 2: 260/821 Loss: 1.939312
2026-08-17 00:10: Train Epoch 2: 280/821 Loss: 2.021789
2026-08-17 00:10: Train Epoch 2: 300/821 Loss: 1.954224
2026-08-17 00:10: Train Epoch 2: 320/821 Loss: 1.823353
2026-08-17 00:10: Train Epoch 2: 340/821 Loss: 1.916777
2026-08-17 00:10: Train Epoch 2: 360/821 Loss: 1.875028
2026-08-17 00:10: Train Epoch 2: 380/821 Loss: 2.015047
2026-08-17 00:10: Train Epoch 2: 400/821 Loss: 1.959434
2026-08-17 00:10: Train Epoch 2: 420/821 Loss: 1.844295
2026-08-17 00:10: Train Epoch 2: 440/821 Loss: 1.907410
2026-08-17 00:10: Train Epoch 2: 460/821 Loss: 1.860486
2026-08-17 00:10: Train Epoch 2: 480/821 Loss: 1.861745
2026-08-17 00:10: Train Epoch 2: 500/821 Loss: 1.853921
2026-08-17 00:10: Train Epoch 2: 520/821 Loss: 1.781006
2026-08-17 00:10: Train Epoch 2: 540/821 Loss: 1.972943
2026-08-17 00:11: Train Epoch 2: 560/821 Loss: 1.866565
2026-08-17 00:11: Train Epoch 2: 580/821 Loss: 1.856068
2026-08-17 00:11: Train Epoch 2: 600/821 Loss: 1.924635
2026-08-17 00:11: Train Epoch 2: 620/821 Loss: 1.848345
2026-08-17 00:11: Train Epoch 2: 640/821 Loss: 1.861876
2026-08-17 00:11: Train Epoch 2: 660/821 Loss: 1.903478
2026-08-17 00:11: Train Epoch 2: 680/821 Loss: 1.887424
2026-08-17 00:11: Train Epoch 2: 700/821 Loss: 1.926407
2026-08-17 00:11: Train Epoch 2: 720/821 Loss: 1.877901
2026-08-17 00:11: Train Epoch 2: 740/821 Loss: 1.936679
2026-08-17 00:11: Train Epoch 2: 760/821 Loss: 1.873557
2026-08-17 00:11: Train Epoch 2: 780/821 Loss: 2.003294
2026-08-17 00:11: Train Epoch 2: 800/821 Loss: 1.792163
2026-08-17 00:11: Train Epoch 2: 820/821 Loss: 1.858805
2026-08-17 00:11: **********Train Epoch 2: averaged Loss: 1.912511, tf_ratio: 1.000000
2026-08-17 00:11: **********Val Epoch 2: average Loss: 1.864034
2026-08-17 00:11: *********************************Current best model saved!
2026-08-17 00:11: Train Epoch 3: 0/821 Loss: 1.920456
2026-08-17 00:11: Train Epoch 3: 20/821 Loss: 1.863282
2026-08-17 00:11: Train Epoch 3: 40/821 Loss: 1.799871
2026-08-17 00:11: Train Epoch 3: 60/821 Loss: 1.810669
2026-08-17 00:11: Train Epoch 3: 80/821 Loss: 1.903782
2026-08-17 00:12: Train Epoch 3: 100/821 Loss: 1.801804
2026-08-17 00:12: Train Epoch 3: 120/821 Loss: 1.816347
2026-08-17 00:12: Train Epoch 3: 140/821 Loss: 1.840399
