2026-08-18 10:00: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial17_20260818100022
2026-08-18 10:00: Train Epoch 1: 0/1642 Loss: 0.933916
2026-08-18 10:00: Train Epoch 1: 20/1642 Loss: 0.957505
2026-08-18 10:00: Train Epoch 1: 40/1642 Loss: 1.099876
2026-08-18 10:00: Train Epoch 1: 60/1642 Loss: 0.989952
2026-08-18 10:00: Train Epoch 1: 80/1642 Loss: 0.858263
2026-08-18 10:00: Train Epoch 1: 100/1642 Loss: 0.810522
2026-08-18 10:00: Train Epoch 1: 120/1642 Loss: 0.967988
2026-08-18 10:00: Train Epoch 1: 140/1642 Loss: 1.096818
2026-08-18 10:00: Train Epoch 1: 160/1642 Loss: 0.876621
2026-08-18 10:00: Train Epoch 1: 180/1642 Loss: 0.815428
2026-08-18 10:00: Train Epoch 1: 200/1642 Loss: 0.859612
2026-08-18 10:00: Train Epoch 1: 220/1642 Loss: 0.820524
2026-08-18 10:00: Train Epoch 1: 240/1642 Loss: 0.826405
2026-08-18 10:00: Train Epoch 1: 260/1642 Loss: 0.857332
2026-08-18 10:00: Train Epoch 1: 280/1642 Loss: 0.844806
2026-08-18 10:00: Train Epoch 1: 300/1642 Loss: 0.800846
2026-08-18 10:00: Train Epoch 1: 320/1642 Loss: 0.794270
2026-08-18 10:00: Train Epoch 1: 340/1642 Loss: 0.812745
2026-08-18 10:00: Train Epoch 1: 360/1642 Loss: 0.837451
2026-08-18 10:00: Train Epoch 1: 380/1642 Loss: 0.800096
2026-08-18 10:00: Train Epoch 1: 400/1642 Loss: 0.875074
2026-08-18 10:00: Train Epoch 1: 420/1642 Loss: 0.800774
2026-08-18 10:00: Train Epoch 1: 440/1642 Loss: 0.803458
2026-08-18 10:00: Train Epoch 1: 460/1642 Loss: 0.846664
2026-08-18 10:00: Train Epoch 1: 480/1642 Loss: 0.838125
2026-08-18 10:00: Train Epoch 1: 500/1642 Loss: 0.812377
2026-08-18 10:00: Train Epoch 1: 520/1642 Loss: 0.807812
2026-08-18 10:00: Train Epoch 1: 540/1642 Loss: 0.809377
2026-08-18 10:00: Train Epoch 1: 560/1642 Loss: 0.768015
2026-08-18 10:00: Train Epoch 1: 580/1642 Loss: 0.793155
2026-08-18 10:00: Train Epoch 1: 600/1642 Loss: 0.704429
2026-08-18 10:00: Train Epoch 1: 620/1642 Loss: 0.748031
2026-08-18 10:00: Train Epoch 1: 640/1642 Loss: 0.732685
2026-08-18 10:00: Train Epoch 1: 660/1642 Loss: 0.765117
2026-08-18 10:00: Train Epoch 1: 680/1642 Loss: 0.746957
2026-08-18 10:00: Train Epoch 1: 700/1642 Loss: 0.784523
2026-08-18 10:00: Train Epoch 1: 720/1642 Loss: 0.699240
2026-08-18 10:00: Train Epoch 1: 740/1642 Loss: 0.785606
2026-08-18 10:00: Train Epoch 1: 760/1642 Loss: 0.756715
2026-08-18 10:00: Train Epoch 1: 780/1642 Loss: 0.777182
2026-08-18 10:00: Train Epoch 1: 800/1642 Loss: 0.788106
2026-08-18 10:00: Train Epoch 1: 820/1642 Loss: 0.760939
2026-08-18 10:00: Train Epoch 1: 840/1642 Loss: 0.770780
2026-08-18 10:00: Train Epoch 1: 860/1642 Loss: 0.799500
2026-08-18 10:00: Train Epoch 1: 880/1642 Loss: 0.740606
2026-08-18 10:00: Train Epoch 1: 900/1642 Loss: 0.712206
2026-08-18 10:00: Train Epoch 1: 920/1642 Loss: 0.725144
2026-08-18 10:00: Train Epoch 1: 940/1642 Loss: 0.702262
2026-08-18 10:00: Train Epoch 1: 960/1642 Loss: 0.728110
2026-08-18 10:00: Train Epoch 1: 980/1642 Loss: 0.734817
2026-08-18 10:00: Train Epoch 1: 1000/1642 Loss: 0.840052
2026-08-18 10:00: Train Epoch 1: 1020/1642 Loss: 0.729551
2026-08-18 10:00: Train Epoch 1: 1040/1642 Loss: 0.696938
2026-08-18 10:00: Train Epoch 1: 1060/1642 Loss: 0.714366
2026-08-18 10:01: Train Epoch 1: 1080/1642 Loss: 0.761555
2026-08-18 10:01: Train Epoch 1: 1100/1642 Loss: 0.729357
2026-08-18 10:01: Train Epoch 1: 1120/1642 Loss: 0.762054
2026-08-18 10:01: Train Epoch 1: 1140/1642 Loss: 0.717248
2026-08-18 10:01: Train Epoch 1: 1160/1642 Loss: 0.687413
2026-08-18 10:01: Train Epoch 1: 1180/1642 Loss: 0.714888
2026-08-18 10:01: Train Epoch 1: 1200/1642 Loss: 0.731704
2026-08-18 10:01: Train Epoch 1: 1220/1642 Loss: 0.745183
2026-08-18 10:01: Train Epoch 1: 1240/1642 Loss: 0.672861
2026-08-18 10:01: Train Epoch 1: 1260/1642 Loss: 0.767132
2026-08-18 10:01: Train Epoch 1: 1280/1642 Loss: 0.689205
2026-08-18 10:01: Train Epoch 1: 1300/1642 Loss: 0.668530
2026-08-18 10:01: Train Epoch 1: 1320/1642 Loss: 0.710019
2026-08-18 10:01: Train Epoch 1: 1340/1642 Loss: 0.698648
2026-08-18 10:01: Train Epoch 1: 1360/1642 Loss: 0.648424
2026-08-18 10:01: Train Epoch 1: 1380/1642 Loss: 0.673497
2026-08-18 10:01: Train Epoch 1: 1400/1642 Loss: 0.661916
2026-08-18 10:01: Train Epoch 1: 1420/1642 Loss: 0.726573
2026-08-18 10:01: Train Epoch 1: 1440/1642 Loss: 0.710828
2026-08-18 10:01: Train Epoch 1: 1460/1642 Loss: 0.691519
2026-08-18 10:01: Train Epoch 1: 1480/1642 Loss: 0.656705
2026-08-18 10:01: Train Epoch 1: 1500/1642 Loss: 0.656815
2026-08-18 10:01: Train Epoch 1: 1520/1642 Loss: 0.679010
2026-08-18 10:01: Train Epoch 1: 1540/1642 Loss: 0.678640
2026-08-18 10:01: Train Epoch 1: 1560/1642 Loss: 0.618076
2026-08-18 10:01: Train Epoch 1: 1580/1642 Loss: 0.673965
2026-08-18 10:01: Train Epoch 1: 1600/1642 Loss: 0.634230
2026-08-18 10:01: Train Epoch 1: 1620/1642 Loss: 0.674348
2026-08-18 10:01: Train Epoch 1: 1640/1642 Loss: 0.603659
2026-08-18 10:01: **********Train Epoch 1: averaged Loss: 0.764530, tf_ratio: 1.000000
2026-08-18 10:01: **********Val Epoch 1: average Loss: 0.642392
2026-08-18 10:01: *********************************Current best model saved!
2026-08-18 10:01: Train Epoch 2: 0/1642 Loss: 0.700853
2026-08-18 10:01: Train Epoch 2: 20/1642 Loss: 0.656378
2026-08-18 10:01: Train Epoch 2: 40/1642 Loss: 0.658709
2026-08-18 10:01: Train Epoch 2: 60/1642 Loss: 0.634567
2026-08-18 10:01: Train Epoch 2: 80/1642 Loss: 0.639168
2026-08-18 10:01: Train Epoch 2: 100/1642 Loss: 0.646802
2026-08-18 10:01: Train Epoch 2: 120/1642 Loss: 0.675832
2026-08-18 10:01: Train Epoch 2: 140/1642 Loss: 0.616590
2026-08-18 10:01: Train Epoch 2: 160/1642 Loss: 0.613260
2026-08-18 10:01: Train Epoch 2: 180/1642 Loss: 0.628810
2026-08-18 10:01: Train Epoch 2: 200/1642 Loss: 0.619959
2026-08-18 10:01: Train Epoch 2: 220/1642 Loss: 0.640637
2026-08-18 10:01: Train Epoch 2: 240/1642 Loss: 0.586987
2026-08-18 10:01: Train Epoch 2: 260/1642 Loss: 0.578455
2026-08-18 10:01: Train Epoch 2: 280/1642 Loss: 0.605893
2026-08-18 10:01: Train Epoch 2: 300/1642 Loss: 0.601804
2026-08-18 10:01: Train Epoch 2: 320/1642 Loss: 0.568172
2026-08-18 10:01: Train Epoch 2: 340/1642 Loss: 0.567299
2026-08-18 10:01: Train Epoch 2: 360/1642 Loss: 0.591234
2026-08-18 10:01: Train Epoch 2: 380/1642 Loss: 0.588132
2026-08-18 10:01: Train Epoch 2: 400/1642 Loss: 0.584532
2026-08-18 10:01: Train Epoch 2: 420/1642 Loss: 0.567879
2026-08-18 10:01: Train Epoch 2: 440/1642 Loss: 0.593540
2026-08-18 10:01: Train Epoch 2: 460/1642 Loss: 0.583781
2026-08-18 10:01: Train Epoch 2: 480/1642 Loss: 0.564184
2026-08-18 10:01: Train Epoch 2: 500/1642 Loss: 0.587222
2026-08-18 10:01: Train Epoch 2: 520/1642 Loss: 0.541098
2026-08-18 10:01: Train Epoch 2: 540/1642 Loss: 0.567953
2026-08-18 10:01: Train Epoch 2: 560/1642 Loss: 0.521569
2026-08-18 10:01: Train Epoch 2: 580/1642 Loss: 0.561187
2026-08-18 10:01: Train Epoch 2: 600/1642 Loss: 0.567356
2026-08-18 10:01: Train Epoch 2: 620/1642 Loss: 0.535749
2026-08-18 10:01: Train Epoch 2: 640/1642 Loss: 0.556899
2026-08-18 10:01: Train Epoch 2: 660/1642 Loss: 0.495285
2026-08-18 10:01: Train Epoch 2: 680/1642 Loss: 0.558807
2026-08-18 10:01: Train Epoch 2: 700/1642 Loss: 0.534862
2026-08-18 10:01: Train Epoch 2: 720/1642 Loss: 0.557969
2026-08-18 10:01: Train Epoch 2: 740/1642 Loss: 0.547602
2026-08-18 10:01: Train Epoch 2: 760/1642 Loss: 0.556463
2026-08-18 10:01: Train Epoch 2: 780/1642 Loss: 0.539843
2026-08-18 10:01: Train Epoch 2: 800/1642 Loss: 0.551917
2026-08-18 10:01: Train Epoch 2: 820/1642 Loss: 0.554672
2026-08-18 10:01: Train Epoch 2: 840/1642 Loss: 0.566435
2026-08-18 10:01: Train Epoch 2: 860/1642 Loss: 0.535698
2026-08-18 10:01: Train Epoch 2: 880/1642 Loss: 0.562475
2026-08-18 10:01: Train Epoch 2: 900/1642 Loss: 0.510606
2026-08-18 10:01: Train Epoch 2: 920/1642 Loss: 0.524742
2026-08-18 10:01: Train Epoch 2: 940/1642 Loss: 0.516781
2026-08-18 10:01: Train Epoch 2: 960/1642 Loss: 0.546370
2026-08-18 10:01: Train Epoch 2: 980/1642 Loss: 0.539649
2026-08-18 10:01: Train Epoch 2: 1000/1642 Loss: 0.518321
2026-08-18 10:01: Train Epoch 2: 1020/1642 Loss: 0.478191
2026-08-18 10:01: Train Epoch 2: 1040/1642 Loss: 0.477208
2026-08-18 10:01: Train Epoch 2: 1060/1642 Loss: 0.490915
2026-08-18 10:02: Train Epoch 2: 1080/1642 Loss: 0.483571
2026-08-18 10:02: Train Epoch 2: 1100/1642 Loss: 0.541275
2026-08-18 10:02: Train Epoch 2: 1120/1642 Loss: 0.513828
2026-08-18 10:02: Train Epoch 2: 1140/1642 Loss: 0.486390
2026-08-18 10:02: Train Epoch 2: 1160/1642 Loss: 0.450361
2026-08-18 10:02: Train Epoch 2: 1180/1642 Loss: 0.490315
2026-08-18 10:02: Train Epoch 2: 1200/1642 Loss: 0.489006
2026-08-18 10:02: Train Epoch 2: 1220/1642 Loss: 0.510027
2026-08-18 10:02: Train Epoch 2: 1240/1642 Loss: 0.514407
2026-08-18 10:02: Train Epoch 2: 1260/1642 Loss: 0.472064
2026-08-18 10:02: Train Epoch 2: 1280/1642 Loss: 0.453616
2026-08-18 10:02: Train Epoch 2: 1300/1642 Loss: 0.481133
2026-08-18 10:02: Train Epoch 2: 1320/1642 Loss: 0.461627
2026-08-18 10:02: Train Epoch 2: 1340/1642 Loss: 0.495868
2026-08-18 10:02: Train Epoch 2: 1360/1642 Loss: 0.467060
2026-08-18 10:02: Train Epoch 2: 1380/1642 Loss: 0.495055
2026-08-18 10:02: Train Epoch 2: 1400/1642 Loss: 0.472164
2026-08-18 10:02: Train Epoch 2: 1420/1642 Loss: 0.446266
2026-08-18 10:02: Train Epoch 2: 1440/1642 Loss: 0.501201
2026-08-18 10:02: Train Epoch 2: 1460/1642 Loss: 0.431286
2026-08-18 10:02: Train Epoch 2: 1480/1642 Loss: 0.464895
2026-08-18 10:02: Train Epoch 2: 1500/1642 Loss: 0.435384
2026-08-18 10:02: Train Epoch 2: 1520/1642 Loss: 0.447335
2026-08-18 10:02: Train Epoch 2: 1540/1642 Loss: 0.466812
2026-08-18 10:02: Train Epoch 2: 1560/1642 Loss: 0.467615
2026-08-18 10:02: Train Epoch 2: 1580/1642 Loss: 0.488554
2026-08-18 10:02: Train Epoch 2: 1600/1642 Loss: 0.454921
2026-08-18 10:02: Train Epoch 2: 1620/1642 Loss: 0.473320
2026-08-18 10:02: Train Epoch 2: 1640/1642 Loss: 0.489812
2026-08-18 10:02: **********Train Epoch 2: averaged Loss: 0.539585, tf_ratio: 1.000000
2026-08-18 10:02: **********Val Epoch 2: average Loss: 0.458289
2026-08-18 10:02: *********************************Current best model saved!
2026-08-18 10:02: Train Epoch 3: 0/1642 Loss: 0.457083
2026-08-18 10:02: Train Epoch 3: 20/1642 Loss: 0.433329
2026-08-18 10:02: Train Epoch 3: 40/1642 Loss: 0.508221
2026-08-18 10:02: Train Epoch 3: 60/1642 Loss: 0.436011
2026-08-18 10:02: Train Epoch 3: 80/1642 Loss: 0.473089
2026-08-18 10:02: Train Epoch 3: 100/1642 Loss: 0.455121
2026-08-18 10:02: Train Epoch 3: 120/1642 Loss: 0.433053
2026-08-18 10:02: Train Epoch 3: 140/1642 Loss: 0.479872
2026-08-18 10:02: Train Epoch 3: 160/1642 Loss: 0.473265
2026-08-18 10:02: Train Epoch 3: 180/1642 Loss: 0.466735
2026-08-18 10:02: Train Epoch 3: 200/1642 Loss: 0.463927
2026-08-18 10:02: Train Epoch 3: 220/1642 Loss: 0.483797
2026-08-18 10:02: Train Epoch 3: 240/1642 Loss: 0.450811
2026-08-18 10:02: Train Epoch 3: 260/1642 Loss: 0.472948
2026-08-18 10:02: Train Epoch 3: 280/1642 Loss: 0.465890
2026-08-18 10:02: Train Epoch 3: 300/1642 Loss: 0.475783
2026-08-18 10:02: Train Epoch 3: 320/1642 Loss: 0.493881
2026-08-18 10:02: Train Epoch 3: 340/1642 Loss: 0.508964
2026-08-18 10:02: Train Epoch 3: 360/1642 Loss: 0.472975
2026-08-18 10:02: Train Epoch 3: 380/1642 Loss: 0.439913
2026-08-18 10:02: Train Epoch 3: 400/1642 Loss: 0.449156
2026-08-18 10:02: Train Epoch 3: 420/1642 Loss: 0.430274
2026-08-18 10:02: Train Epoch 3: 440/1642 Loss: 0.438579
2026-08-18 10:02: Train Epoch 3: 460/1642 Loss: 0.501926
2026-08-18 10:02: Train Epoch 3: 480/1642 Loss: 0.459122
2026-08-18 10:02: Train Epoch 3: 500/1642 Loss: 0.468000
2026-08-18 10:02: Train Epoch 3: 520/1642 Loss: 0.459586
2026-08-18 10:02: Train Epoch 3: 540/1642 Loss: 0.429272
2026-08-18 10:02: Train Epoch 3: 560/1642 Loss: 0.453622
2026-08-18 10:02: Train Epoch 3: 580/1642 Loss: 0.449697
2026-08-18 10:02: Train Epoch 3: 600/1642 Loss: 0.466590
2026-08-18 10:02: Train Epoch 3: 620/1642 Loss: 0.477028
2026-08-18 10:02: Train Epoch 3: 640/1642 Loss: 0.450393
2026-08-18 10:02: Train Epoch 3: 660/1642 Loss: 0.440817
2026-08-18 10:02: Train Epoch 3: 680/1642 Loss: 0.452763
2026-08-18 10:02: Train Epoch 3: 700/1642 Loss: 0.461801
2026-08-18 10:02: Train Epoch 3: 720/1642 Loss: 0.544686
2026-08-18 10:02: Train Epoch 3: 740/1642 Loss: 0.499462
2026-08-18 10:02: Train Epoch 3: 760/1642 Loss: 0.483153
2026-08-18 10:02: Train Epoch 3: 780/1642 Loss: 0.496342
2026-08-18 10:02: Train Epoch 3: 800/1642 Loss: 0.471492
2026-08-18 10:02: Train Epoch 3: 820/1642 Loss: 0.464627
2026-08-18 10:02: Train Epoch 3: 840/1642 Loss: 0.407191
2026-08-18 10:02: Train Epoch 3: 860/1642 Loss: 0.424119
2026-08-18 10:02: Train Epoch 3: 880/1642 Loss: 0.468296
2026-08-18 10:02: Train Epoch 3: 900/1642 Loss: 0.469530
2026-08-18 10:02: Train Epoch 3: 920/1642 Loss: 0.471032
2026-08-18 10:02: Train Epoch 3: 940/1642 Loss: 0.469999
2026-08-18 10:02: Train Epoch 3: 960/1642 Loss: 0.461179
2026-08-18 10:02: Train Epoch 3: 980/1642 Loss: 0.499785
2026-08-18 10:02: Train Epoch 3: 1000/1642 Loss: 0.437600
2026-08-18 10:02: Train Epoch 3: 1020/1642 Loss: 0.441987
2026-08-18 10:02: Train Epoch 3: 1040/1642 Loss: 0.526492
2026-08-18 10:03: Train Epoch 3: 1060/1642 Loss: 0.455418
2026-08-18 10:03: Train Epoch 3: 1080/1642 Loss: 0.440734
2026-08-18 10:03: Train Epoch 3: 1100/1642 Loss: 0.427388
2026-08-18 10:03: Train Epoch 3: 1120/1642 Loss: 0.471320
2026-08-18 10:03: Train Epoch 3: 1140/1642 Loss: 0.464087
2026-08-18 10:03: Train Epoch 3: 1160/1642 Loss: 0.457497
2026-08-18 10:03: Train Epoch 3: 1180/1642 Loss: 0.479735
2026-08-18 10:03: Train Epoch 3: 1200/1642 Loss: 0.453758
2026-08-18 10:03: Train Epoch 3: 1220/1642 Loss: 0.463518
2026-08-18 10:03: Train Epoch 3: 1240/1642 Loss: 0.460167
2026-08-18 10:03: Train Epoch 3: 1260/1642 Loss: 0.475334
2026-08-18 10:03: Train Epoch 3: 1280/1642 Loss: 0.436557
2026-08-18 10:03: Train Epoch 3: 1300/1642 Loss: 0.439519
2026-08-18 10:03: Train Epoch 3: 1320/1642 Loss: 0.457768
2026-08-18 10:03: Train Epoch 3: 1340/1642 Loss: 0.469104
2026-08-18 10:03: Train Epoch 3: 1360/1642 Loss: 0.450651
2026-08-18 10:03: Train Epoch 3: 1380/1642 Loss: 0.443528
2026-08-18 10:03: Train Epoch 3: 1400/1642 Loss: 0.449704
2026-08-18 10:03: Train Epoch 3: 1420/1642 Loss: 0.454089
2026-08-18 10:03: Train Epoch 3: 1440/1642 Loss: 0.455819
2026-08-18 10:03: Train Epoch 3: 1460/1642 Loss: 0.442087
2026-08-18 10:03: Train Epoch 3: 1480/1642 Loss: 0.433935
2026-08-18 10:03: Train Epoch 3: 1500/1642 Loss: 0.438328
2026-08-18 10:03: Train Epoch 3: 1520/1642 Loss: 0.411113
2026-08-18 10:03: Train Epoch 3: 1540/1642 Loss: 0.455453
2026-08-18 10:03: Train Epoch 3: 1560/1642 Loss: 0.490871
2026-08-18 10:03: Train Epoch 3: 1580/1642 Loss: 0.421352
2026-08-18 10:03: Train Epoch 3: 1600/1642 Loss: 0.440368
2026-08-18 10:03: Train Epoch 3: 1620/1642 Loss: 0.452721
2026-08-18 10:03: Train Epoch 3: 1640/1642 Loss: 0.469857
2026-08-18 10:03: **********Train Epoch 3: averaged Loss: 0.459113, tf_ratio: 1.000000
2026-08-18 10:03: **********Val Epoch 3: average Loss: 0.434094
2026-08-18 10:03: *********************************Current best model saved!
2026-08-18 10:03: Train Epoch 4: 0/1642 Loss: 0.430306
2026-08-18 10:03: Train Epoch 4: 20/1642 Loss: 0.465229
2026-08-18 10:03: Train Epoch 4: 40/1642 Loss: 0.430906
2026-08-18 10:03: Train Epoch 4: 60/1642 Loss: 0.416474
2026-08-18 10:03: Train Epoch 4: 80/1642 Loss: 0.436099
2026-08-18 10:03: Train Epoch 4: 100/1642 Loss: 0.432531
2026-08-18 10:03: Train Epoch 4: 120/1642 Loss: 0.449459
2026-08-18 10:03: Train Epoch 4: 140/1642 Loss: 0.441396
2026-08-18 10:03: Train Epoch 4: 160/1642 Loss: 0.497701
2026-08-18 10:03: Train Epoch 4: 180/1642 Loss: 0.438932
2026-08-18 10:03: Train Epoch 4: 200/1642 Loss: 0.456796
2026-08-18 10:03: Train Epoch 4: 220/1642 Loss: 0.420503
2026-08-18 10:03: Train Epoch 4: 240/1642 Loss: 0.496120
