2026-08-17 01:54: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial23_20260817015444
2026-08-17 01:54: Train Epoch 1: 0/821 Loss: 17.052298
2026-08-17 01:54: Train Epoch 1: 20/821 Loss: 10.220121
2026-08-17 01:54: Train Epoch 1: 40/821 Loss: 5.428073
2026-08-17 01:54: Train Epoch 1: 60/821 Loss: 5.450287
2026-08-17 01:54: Train Epoch 1: 80/821 Loss: 5.282604
2026-08-17 01:55: Train Epoch 1: 100/821 Loss: 4.939774
2026-08-17 01:55: Train Epoch 1: 120/821 Loss: 4.994105
2026-08-17 01:55: Train Epoch 1: 140/821 Loss: 4.727639
2026-08-17 01:55: Train Epoch 1: 160/821 Loss: 4.679935
2026-08-17 01:55: Train Epoch 1: 180/821 Loss: 4.363678
2026-08-17 01:55: Train Epoch 1: 200/821 Loss: 4.037729
2026-08-17 01:55: Train Epoch 1: 220/821 Loss: 4.193843
2026-08-17 01:55: Train Epoch 1: 240/821 Loss: 4.325883
2026-08-17 01:55: Train Epoch 1: 260/821 Loss: 3.985249
2026-08-17 01:55: Train Epoch 1: 280/821 Loss: 3.864453
2026-08-17 01:55: Train Epoch 1: 300/821 Loss: 3.915140
2026-08-17 01:55: Train Epoch 1: 320/821 Loss: 3.645129
2026-08-17 01:55: Train Epoch 1: 340/821 Loss: 3.753748
2026-08-17 01:55: Train Epoch 1: 360/821 Loss: 3.655162
2026-08-17 01:55: Train Epoch 1: 380/821 Loss: 3.731195
2026-08-17 01:55: Train Epoch 1: 400/821 Loss: 3.219875
2026-08-17 01:55: Train Epoch 1: 420/821 Loss: 2.879307
2026-08-17 01:55: Train Epoch 1: 440/821 Loss: 2.916399
2026-08-17 01:55: Train Epoch 1: 460/821 Loss: 2.899849
2026-08-17 01:55: Train Epoch 1: 480/821 Loss: 2.728869
2026-08-17 01:55: Train Epoch 1: 500/821 Loss: 2.640895
2026-08-17 01:55: Train Epoch 1: 520/821 Loss: 2.555040
2026-08-17 01:56: Train Epoch 1: 540/821 Loss: 2.613904
2026-08-17 01:56: Train Epoch 1: 560/821 Loss: 2.542416
2026-08-17 01:56: Train Epoch 1: 580/821 Loss: 2.441730
2026-08-17 01:56: Train Epoch 1: 600/821 Loss: 2.444811
2026-08-17 01:56: Train Epoch 1: 620/821 Loss: 2.478638
2026-08-17 01:56: Train Epoch 1: 640/821 Loss: 2.501210
2026-08-17 01:56: Train Epoch 1: 660/821 Loss: 2.468906
2026-08-17 01:56: Train Epoch 1: 680/821 Loss: 2.470167
2026-08-17 01:56: Train Epoch 1: 700/821 Loss: 2.275418
2026-08-17 01:56: Train Epoch 1: 720/821 Loss: 2.222766
2026-08-17 01:56: Train Epoch 1: 740/821 Loss: 2.325393
2026-08-17 01:56: Train Epoch 1: 760/821 Loss: 2.237382
2026-08-17 01:56: Train Epoch 1: 780/821 Loss: 2.214762
2026-08-17 01:56: Train Epoch 1: 800/821 Loss: 2.414225
2026-08-17 01:56: Train Epoch 1: 820/821 Loss: 2.291901
2026-08-17 01:56: **********Train Epoch 1: averaged Loss: 3.726115, tf_ratio: 1.000000
2026-08-17 01:56: **********Val Epoch 1: average Loss: 2.242299
2026-08-17 01:56: *********************************Current best model saved!
2026-08-17 01:56: Train Epoch 2: 0/821 Loss: 2.339396
2026-08-17 01:56: Train Epoch 2: 20/821 Loss: 2.364727
2026-08-17 01:56: Train Epoch 2: 40/821 Loss: 2.292491
2026-08-17 01:56: Train Epoch 2: 60/821 Loss: 2.230884
2026-08-17 01:57: Train Epoch 2: 80/821 Loss: 2.111346
2026-08-17 01:57: Train Epoch 2: 100/821 Loss: 2.245293
2026-08-17 01:57: Train Epoch 2: 120/821 Loss: 2.351083
2026-08-17 01:57: Train Epoch 2: 140/821 Loss: 2.118206
2026-08-17 01:57: Train Epoch 2: 160/821 Loss: 2.425858
2026-08-17 01:57: Train Epoch 2: 180/821 Loss: 2.212306
2026-08-17 01:57: Train Epoch 2: 200/821 Loss: 2.229252
2026-08-17 01:57: Train Epoch 2: 220/821 Loss: 2.216809
2026-08-17 01:57: Train Epoch 2: 240/821 Loss: 2.183738
2026-08-17 01:57: Train Epoch 2: 260/821 Loss: 2.249648
2026-08-17 01:57: Train Epoch 2: 280/821 Loss: 2.183431
2026-08-17 01:57: Train Epoch 2: 300/821 Loss: 2.165898
2026-08-17 01:57: Train Epoch 2: 320/821 Loss: 2.241095
2026-08-17 01:57: Train Epoch 2: 340/821 Loss: 2.187709
2026-08-17 01:57: Train Epoch 2: 360/821 Loss: 2.170949
2026-08-17 01:57: Train Epoch 2: 380/821 Loss: 2.051894
2026-08-17 01:57: Train Epoch 2: 400/821 Loss: 2.083708
2026-08-17 01:57: Train Epoch 2: 420/821 Loss: 2.119719
2026-08-17 01:57: Train Epoch 2: 440/821 Loss: 2.211091
2026-08-17 01:57: Train Epoch 2: 460/821 Loss: 2.169816
2026-08-17 01:57: Train Epoch 2: 480/821 Loss: 2.195946
2026-08-17 01:58: Train Epoch 2: 500/821 Loss: 2.203388
2026-08-17 01:58: Train Epoch 2: 520/821 Loss: 2.118779
2026-08-17 01:58: Train Epoch 2: 540/821 Loss: 2.077833
2026-08-17 01:58: Train Epoch 2: 560/821 Loss: 2.181936
2026-08-17 01:58: Train Epoch 2: 580/821 Loss: 2.394891
2026-08-17 01:58: Train Epoch 2: 600/821 Loss: 2.121561
2026-08-17 01:58: Train Epoch 2: 620/821 Loss: 2.108975
2026-08-17 01:58: Train Epoch 2: 640/821 Loss: 2.168141
2026-08-17 01:58: Train Epoch 2: 660/821 Loss: 2.037675
2026-08-17 01:58: Train Epoch 2: 680/821 Loss: 2.051086
2026-08-17 01:58: Train Epoch 2: 700/821 Loss: 2.213232
2026-08-17 01:58: Train Epoch 2: 720/821 Loss: 2.079015
2026-08-17 01:58: Train Epoch 2: 740/821 Loss: 2.173649
2026-08-17 01:58: Train Epoch 2: 760/821 Loss: 2.199556
2026-08-17 01:58: Train Epoch 2: 780/821 Loss: 2.038959
2026-08-17 01:58: Train Epoch 2: 800/821 Loss: 1.995425
2026-08-17 01:58: Train Epoch 2: 820/821 Loss: 2.248490
2026-08-17 01:58: **********Train Epoch 2: averaged Loss: 2.169922, tf_ratio: 1.000000
2026-08-17 01:58: **********Val Epoch 2: average Loss: 2.093414
2026-08-17 01:58: *********************************Current best model saved!
2026-08-17 01:58: Train Epoch 3: 0/821 Loss: 2.056026
2026-08-17 01:59: Train Epoch 3: 20/821 Loss: 2.027470
2026-08-17 01:59: Train Epoch 3: 40/821 Loss: 2.253087
2026-08-17 01:59: Train Epoch 3: 60/821 Loss: 2.103152
2026-08-17 01:59: Train Epoch 3: 80/821 Loss: 2.160352
2026-08-17 01:59: Train Epoch 3: 100/821 Loss: 2.061163
2026-08-17 01:59: Train Epoch 3: 120/821 Loss: 2.045124
2026-08-17 01:59: Train Epoch 3: 140/821 Loss: 1.972214
2026-08-17 01:59: Train Epoch 3: 160/821 Loss: 2.059150
2026-08-17 01:59: Train Epoch 3: 180/821 Loss: 1.997867
2026-08-17 01:59: Train Epoch 3: 200/821 Loss: 2.191678
2026-08-17 01:59: Train Epoch 3: 220/821 Loss: 2.087590
2026-08-17 01:59: Train Epoch 3: 240/821 Loss: 2.180931
2026-08-17 01:59: Train Epoch 3: 260/821 Loss: 2.050910
2026-08-17 01:59: Train Epoch 3: 280/821 Loss: 2.069437
2026-08-17 01:59: Train Epoch 3: 300/821 Loss: 2.049013
2026-08-17 01:59: Train Epoch 3: 320/821 Loss: 1.941760
2026-08-17 01:59: Train Epoch 3: 340/821 Loss: 2.201909
2026-08-17 01:59: Train Epoch 3: 360/821 Loss: 2.065973
2026-08-17 01:59: Train Epoch 3: 380/821 Loss: 2.039256
2026-08-17 01:59: Train Epoch 3: 400/821 Loss: 1.956795
2026-08-17 01:59: Train Epoch 3: 420/821 Loss: 2.071397
2026-08-17 01:59: Train Epoch 3: 440/821 Loss: 2.034747
2026-08-17 02:00: Train Epoch 3: 460/821 Loss: 2.014827
2026-08-17 02:00: Train Epoch 3: 480/821 Loss: 2.022838
2026-08-17 02:00: Train Epoch 3: 500/821 Loss: 2.066919
2026-08-17 02:00: Train Epoch 3: 520/821 Loss: 2.149590
2026-08-17 02:00: Train Epoch 3: 540/821 Loss: 1.954858
2026-08-17 02:00: Train Epoch 3: 560/821 Loss: 1.991104
2026-08-17 02:00: Train Epoch 3: 580/821 Loss: 2.125852
2026-08-17 02:00: Train Epoch 3: 600/821 Loss: 2.055322
2026-08-17 02:00: Train Epoch 3: 620/821 Loss: 1.938890
2026-08-17 02:00: Train Epoch 3: 640/821 Loss: 1.976083
2026-08-17 02:00: Train Epoch 3: 660/821 Loss: 2.045915
2026-08-17 02:00: Train Epoch 3: 680/821 Loss: 2.028462
2026-08-17 02:00: Train Epoch 3: 700/821 Loss: 2.116823
2026-08-17 02:00: Train Epoch 3: 720/821 Loss: 1.956114
2026-08-17 02:00: Train Epoch 3: 740/821 Loss: 2.014560
2026-08-17 02:00: Train Epoch 3: 760/821 Loss: 2.018254
2026-08-17 02:00: Train Epoch 3: 780/821 Loss: 1.939767
2026-08-17 02:00: Train Epoch 3: 800/821 Loss: 2.060688
2026-08-17 02:00: Train Epoch 3: 820/821 Loss: 1.865365
2026-08-17 02:00: **********Train Epoch 3: averaged Loss: 2.053675, tf_ratio: 1.000000
2026-08-17 02:01: **********Val Epoch 3: average Loss: 1.991010
2026-08-17 02:01: *********************************Current best model saved!
2026-08-17 02:01: Train Epoch 4: 0/821 Loss: 2.054878
2026-08-17 02:01: Train Epoch 4: 20/821 Loss: 1.998361
2026-08-17 02:01: Train Epoch 4: 40/821 Loss: 1.925498
2026-08-17 02:01: Train Epoch 4: 60/821 Loss: 2.041997
2026-08-17 02:01: Train Epoch 4: 80/821 Loss: 1.972320
2026-08-17 02:01: Train Epoch 4: 100/821 Loss: 2.005823
