2026-08-16 23:46: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial15_20260816234629
2026-08-16 23:46: Train Epoch 1: 0/410 Loss: 16.826481
2026-08-16 23:46: Train Epoch 1: 20/410 Loss: 15.196054
2026-08-16 23:46: Train Epoch 1: 40/410 Loss: 11.334971
2026-08-16 23:46: Train Epoch 1: 60/410 Loss: 8.235276
2026-08-16 23:46: Train Epoch 1: 80/410 Loss: 6.430512
2026-08-16 23:46: Train Epoch 1: 100/410 Loss: 5.746974
2026-08-16 23:46: Train Epoch 1: 120/410 Loss: 5.377168
2026-08-16 23:46: Train Epoch 1: 140/410 Loss: 5.231091
2026-08-16 23:46: Train Epoch 1: 160/410 Loss: 5.357269
2026-08-16 23:46: Train Epoch 1: 180/410 Loss: 5.505735
2026-08-16 23:46: Train Epoch 1: 200/410 Loss: 5.371301
2026-08-16 23:46: Train Epoch 1: 220/410 Loss: 5.247534
2026-08-16 23:46: Train Epoch 1: 240/410 Loss: 5.403398
2026-08-16 23:46: Train Epoch 1: 260/410 Loss: 5.239007
2026-08-16 23:46: Train Epoch 1: 280/410 Loss: 5.283420
2026-08-16 23:46: Train Epoch 1: 300/410 Loss: 5.373049
2026-08-16 23:46: Train Epoch 1: 320/410 Loss: 5.394275
2026-08-16 23:46: Train Epoch 1: 340/410 Loss: 5.259703
2026-08-16 23:46: Train Epoch 1: 360/410 Loss: 5.322066
2026-08-16 23:47: Train Epoch 1: 380/410 Loss: 5.497295
2026-08-16 23:47: Train Epoch 1: 400/410 Loss: 5.327289
2026-08-16 23:47: **********Train Epoch 1: averaged Loss: 6.664158, tf_ratio: 1.000000
2026-08-16 23:47: **********Val Epoch 1: average Loss: 5.287473
2026-08-16 23:47: *********************************Current best model saved!
2026-08-16 23:47: Train Epoch 2: 0/410 Loss: 5.345207
2026-08-16 23:47: Train Epoch 2: 20/410 Loss: 5.242458
2026-08-16 23:47: Train Epoch 2: 40/410 Loss: 5.376426
2026-08-16 23:47: Train Epoch 2: 60/410 Loss: 5.541862
2026-08-16 23:47: Train Epoch 2: 80/410 Loss: 5.433919
2026-08-16 23:47: Train Epoch 2: 100/410 Loss: 5.259548
2026-08-16 23:47: Train Epoch 2: 120/410 Loss: 5.414626
2026-08-16 23:47: Train Epoch 2: 140/410 Loss: 5.305817
2026-08-16 23:47: Train Epoch 2: 160/410 Loss: 5.338721
2026-08-16 23:47: Train Epoch 2: 180/410 Loss: 5.354887
2026-08-16 23:47: Train Epoch 2: 200/410 Loss: 5.567483
2026-08-16 23:47: Train Epoch 2: 220/410 Loss: 5.306145
2026-08-16 23:47: Train Epoch 2: 240/410 Loss: 5.381454
2026-08-16 23:47: Train Epoch 2: 260/410 Loss: 5.431137
2026-08-16 23:47: Train Epoch 2: 280/410 Loss: 5.413520
2026-08-16 23:47: Train Epoch 2: 300/410 Loss: 5.493594
2026-08-16 23:47: Train Epoch 2: 320/410 Loss: 5.263845
2026-08-16 23:47: Train Epoch 2: 340/410 Loss: 5.336891
2026-08-16 23:47: Train Epoch 2: 360/410 Loss: 5.256427
2026-08-16 23:47: Train Epoch 2: 380/410 Loss: 5.159575
2026-08-16 23:47: Train Epoch 2: 400/410 Loss: 5.530679
2026-08-16 23:47: **********Train Epoch 2: averaged Loss: 5.386702, tf_ratio: 1.000000
2026-08-16 23:47: **********Val Epoch 2: average Loss: 5.177586
2026-08-16 23:47: *********************************Current best model saved!
2026-08-16 23:47: Train Epoch 3: 0/410 Loss: 5.283841
2026-08-16 23:47: Train Epoch 3: 20/410 Loss: 4.733113
2026-08-16 23:47: Train Epoch 3: 40/410 Loss: 4.411340
2026-08-16 23:47: Train Epoch 3: 60/410 Loss: 4.231503
2026-08-16 23:47: Train Epoch 3: 80/410 Loss: 4.155787
2026-08-16 23:47: Train Epoch 3: 100/410 Loss: 3.916442
