2026-08-16 07:42: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial5_20260816074215
2026-08-16 07:42: Train Epoch 1: 0/1642 Loss: 16.854641
2026-08-16 07:42: Train Epoch 1: 20/1642 Loss: 16.738159
2026-08-16 07:42: Train Epoch 1: 40/1642 Loss: 12.721095
2026-08-16 07:42: Train Epoch 1: 60/1642 Loss: 12.642355
2026-08-16 07:42: Train Epoch 1: 80/1642 Loss: 11.476576
2026-08-16 07:42: Train Epoch 1: 100/1642 Loss: 9.616963
2026-08-16 07:42: Train Epoch 1: 120/1642 Loss: 8.558758
2026-08-16 07:42: Train Epoch 1: 140/1642 Loss: 8.326178
2026-08-16 07:42: Train Epoch 1: 160/1642 Loss: 6.471643
2026-08-16 07:42: Train Epoch 1: 180/1642 Loss: 6.503834
2026-08-16 07:42: Train Epoch 1: 200/1642 Loss: 6.059986
2026-08-16 07:42: Train Epoch 1: 220/1642 Loss: 5.844518
2026-08-16 07:42: Train Epoch 1: 240/1642 Loss: 5.985174
2026-08-16 07:42: Train Epoch 1: 260/1642 Loss: 5.704230
2026-08-16 07:42: Train Epoch 1: 280/1642 Loss: 5.663162
2026-08-16 07:42: Train Epoch 1: 300/1642 Loss: 5.119719
2026-08-16 07:42: Train Epoch 1: 320/1642 Loss: 5.455168
2026-08-16 07:42: Train Epoch 1: 340/1642 Loss: 5.053511
2026-08-16 07:42: Train Epoch 1: 360/1642 Loss: 5.375914
2026-08-16 07:42: Train Epoch 1: 380/1642 Loss: 5.239858
2026-08-16 07:42: Train Epoch 1: 400/1642 Loss: 5.485515
2026-08-16 07:42: Train Epoch 1: 420/1642 Loss: 5.737206
2026-08-16 07:42: Train Epoch 1: 440/1642 Loss: 5.237077
2026-08-16 07:42: Train Epoch 1: 460/1642 Loss: 5.966648
2026-08-16 07:42: Train Epoch 1: 480/1642 Loss: 4.851477
2026-08-16 07:42: Train Epoch 1: 500/1642 Loss: 5.016165
2026-08-16 07:42: Train Epoch 1: 520/1642 Loss: 4.880546
2026-08-16 07:42: Train Epoch 1: 540/1642 Loss: 4.671745
2026-08-16 07:42: Train Epoch 1: 560/1642 Loss: 4.738315
2026-08-16 07:42: Train Epoch 1: 580/1642 Loss: 4.810284
2026-08-16 07:42: Train Epoch 1: 600/1642 Loss: 4.175382
2026-08-16 07:42: Train Epoch 1: 620/1642 Loss: 4.093100
2026-08-16 07:42: Train Epoch 1: 640/1642 Loss: 4.091164
2026-08-16 07:42: Train Epoch 1: 660/1642 Loss: 4.339454
2026-08-16 07:42: Train Epoch 1: 680/1642 Loss: 4.314121
2026-08-16 07:42: Train Epoch 1: 700/1642 Loss: 4.415223
2026-08-16 07:42: Train Epoch 1: 720/1642 Loss: 4.418867
2026-08-16 07:42: Train Epoch 1: 740/1642 Loss: 4.083300
2026-08-16 07:42: Train Epoch 1: 760/1642 Loss: 4.149700
2026-08-16 07:42: Train Epoch 1: 780/1642 Loss: 4.430034
2026-08-16 07:42: Train Epoch 1: 800/1642 Loss: 4.171436
2026-08-16 07:42: Train Epoch 1: 820/1642 Loss: 3.799770
2026-08-16 07:42: Train Epoch 1: 840/1642 Loss: 4.009540
2026-08-16 07:42: Train Epoch 1: 860/1642 Loss: 3.877820
2026-08-16 07:42: Train Epoch 1: 880/1642 Loss: 3.948447
2026-08-16 07:42: Train Epoch 1: 900/1642 Loss: 3.619240
2026-08-16 07:42: Train Epoch 1: 920/1642 Loss: 3.905162
2026-08-16 07:42: Train Epoch 1: 940/1642 Loss: 3.965609
2026-08-16 07:42: Train Epoch 1: 960/1642 Loss: 3.728823
2026-08-16 07:42: Train Epoch 1: 980/1642 Loss: 3.698738
2026-08-16 07:42: Train Epoch 1: 1000/1642 Loss: 3.504117
2026-08-16 07:42: Train Epoch 1: 1020/1642 Loss: 3.675703
2026-08-16 07:42: Train Epoch 1: 1040/1642 Loss: 3.441082
2026-08-16 07:42: Train Epoch 1: 1060/1642 Loss: 3.578283
2026-08-16 07:42: Train Epoch 1: 1080/1642 Loss: 3.647430
2026-08-16 07:42: Train Epoch 1: 1100/1642 Loss: 3.564738
2026-08-16 07:42: Train Epoch 1: 1120/1642 Loss: 3.450098
2026-08-16 07:42: Train Epoch 1: 1140/1642 Loss: 3.504540
2026-08-16 07:42: Train Epoch 1: 1160/1642 Loss: 3.788083
2026-08-16 07:42: Train Epoch 1: 1180/1642 Loss: 3.687426
2026-08-16 07:43: Train Epoch 1: 1200/1642 Loss: 3.329103
2026-08-16 07:43: Train Epoch 1: 1220/1642 Loss: 3.508074
2026-08-16 07:43: Train Epoch 1: 1240/1642 Loss: 3.391094
2026-08-16 07:43: Train Epoch 1: 1260/1642 Loss: 3.682705
2026-08-16 07:43: Train Epoch 1: 1280/1642 Loss: 3.487877
2026-08-16 07:43: Train Epoch 1: 1300/1642 Loss: 3.310693
2026-08-16 07:43: Train Epoch 1: 1320/1642 Loss: 3.119641
2026-08-16 07:43: Train Epoch 1: 1340/1642 Loss: 3.191182
2026-08-16 07:43: Train Epoch 1: 1360/1642 Loss: 2.889131
2026-08-16 07:43: Train Epoch 1: 1380/1642 Loss: 2.746771
2026-08-16 07:43: Train Epoch 1: 1400/1642 Loss: 2.752485
2026-08-16 07:43: Train Epoch 1: 1420/1642 Loss: 3.018987
2026-08-16 07:43: Train Epoch 1: 1440/1642 Loss: 2.768820
2026-08-16 07:43: Train Epoch 1: 1460/1642 Loss: 2.768909
2026-08-16 07:43: Train Epoch 1: 1480/1642 Loss: 2.796659
2026-08-16 07:43: Train Epoch 1: 1500/1642 Loss: 2.885091
2026-08-16 07:43: Train Epoch 1: 1520/1642 Loss: 2.624198
2026-08-16 07:43: Train Epoch 1: 1540/1642 Loss: 2.546302
