2026-08-17 00:49: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial19_20260817004914
2026-08-17 00:49: Train Epoch 1: 0/821 Loss: 16.767042
2026-08-17 00:49: Train Epoch 1: 20/821 Loss: 17.014549
2026-08-17 00:49: Train Epoch 1: 40/821 Loss: 15.115252
2026-08-17 00:49: Train Epoch 1: 60/821 Loss: 13.599780
2026-08-17 00:49: Train Epoch 1: 80/821 Loss: 11.601608
2026-08-17 00:49: Train Epoch 1: 100/821 Loss: 9.474226
2026-08-17 00:49: Train Epoch 1: 120/821 Loss: 8.321283
2026-08-17 00:49: Train Epoch 1: 140/821 Loss: 7.803371
2026-08-17 00:49: Train Epoch 1: 160/821 Loss: 7.104410
2026-08-17 00:49: Train Epoch 1: 180/821 Loss: 6.296794
2026-08-17 00:49: Train Epoch 1: 200/821 Loss: 5.552871
2026-08-17 00:49: Train Epoch 1: 220/821 Loss: 5.198894
2026-08-17 00:49: Train Epoch 1: 240/821 Loss: 5.317029
2026-08-17 00:49: Train Epoch 1: 260/821 Loss: 5.227526
2026-08-17 00:49: Train Epoch 1: 280/821 Loss: 5.382640
2026-08-17 00:49: Train Epoch 1: 300/821 Loss: 5.388466
2026-08-17 00:49: Train Epoch 1: 320/821 Loss: 5.489175
2026-08-17 00:49: Train Epoch 1: 340/821 Loss: 5.680852
2026-08-17 00:49: Train Epoch 1: 360/821 Loss: 5.710753
2026-08-17 00:49: Train Epoch 1: 380/821 Loss: 5.480112
2026-08-17 00:49: Train Epoch 1: 400/821 Loss: 5.361231
2026-08-17 00:49: Train Epoch 1: 420/821 Loss: 5.166603
2026-08-17 00:49: Train Epoch 1: 440/821 Loss: 5.478530
2026-08-17 00:49: Train Epoch 1: 460/821 Loss: 5.460250
2026-08-17 00:49: Train Epoch 1: 480/821 Loss: 5.275415
2026-08-17 00:49: Train Epoch 1: 500/821 Loss: 5.318864
2026-08-17 00:49: Train Epoch 1: 520/821 Loss: 5.206966
2026-08-17 00:49: Train Epoch 1: 540/821 Loss: 5.218639
2026-08-17 00:49: Train Epoch 1: 560/821 Loss: 5.322438
