2026-08-18 07:20: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial16_20260818072033
2026-08-18 07:20: Train Epoch 1: 0/1641 Loss: 0.962288
2026-08-18 07:20: Train Epoch 1: 20/1641 Loss: 0.903512
2026-08-18 07:20: Train Epoch 1: 40/1641 Loss: 0.899303
2026-08-18 07:20: Train Epoch 1: 60/1641 Loss: 0.911434
2026-08-18 07:20: Train Epoch 1: 80/1641 Loss: 0.820611
2026-08-18 07:20: Train Epoch 1: 100/1641 Loss: 0.742391
2026-08-18 07:20: Train Epoch 1: 120/1641 Loss: 0.723662
2026-08-18 07:20: Train Epoch 1: 140/1641 Loss: 0.698220
2026-08-18 07:20: Train Epoch 1: 160/1641 Loss: 0.740674
2026-08-18 07:21: Train Epoch 1: 180/1641 Loss: 0.714395
2026-08-18 07:21: Train Epoch 1: 200/1641 Loss: 0.722198
2026-08-18 07:21: Train Epoch 1: 220/1641 Loss: 0.670625
2026-08-18 07:21: Train Epoch 1: 240/1641 Loss: 0.700939
2026-08-18 07:21: Train Epoch 1: 260/1641 Loss: 0.700001
2026-08-18 07:21: Train Epoch 1: 280/1641 Loss: 0.669036
2026-08-18 07:21: Train Epoch 1: 300/1641 Loss: 0.657864
2026-08-18 07:21: Train Epoch 1: 320/1641 Loss: 0.615289
2026-08-18 07:21: Train Epoch 1: 340/1641 Loss: 0.651233
2026-08-18 07:21: Train Epoch 1: 360/1641 Loss: 0.650599
2026-08-18 07:21: Train Epoch 1: 380/1641 Loss: 0.678928
2026-08-18 07:21: Train Epoch 1: 400/1641 Loss: 0.645117
2026-08-18 07:21: Train Epoch 1: 420/1641 Loss: 0.670898
2026-08-18 07:21: Train Epoch 1: 440/1641 Loss: 0.651482
2026-08-18 07:21: Train Epoch 1: 460/1641 Loss: 0.642146
2026-08-18 07:21: Train Epoch 1: 480/1641 Loss: 0.630151
2026-08-18 07:21: Train Epoch 1: 500/1641 Loss: 0.598754
2026-08-18 07:21: Train Epoch 1: 520/1641 Loss: 0.624820
2026-08-18 07:21: Train Epoch 1: 540/1641 Loss: 0.669890
2026-08-18 07:21: Train Epoch 1: 560/1641 Loss: 0.639562
2026-08-18 07:21: Train Epoch 1: 580/1641 Loss: 0.662644
2026-08-18 07:21: Train Epoch 1: 600/1641 Loss: 0.599883
2026-08-18 07:22: Train Epoch 1: 620/1641 Loss: 0.618037
2026-08-18 07:22: Train Epoch 1: 640/1641 Loss: 0.606039
2026-08-18 07:22: Train Epoch 1: 660/1641 Loss: 0.627005
2026-08-18 07:22: Train Epoch 1: 680/1641 Loss: 0.610927
2026-08-18 07:22: Train Epoch 1: 700/1641 Loss: 0.590880
2026-08-18 07:22: Train Epoch 1: 720/1641 Loss: 0.574113
2026-08-18 07:22: Train Epoch 1: 740/1641 Loss: 0.550689
2026-08-18 07:22: Train Epoch 1: 760/1641 Loss: 0.548237
2026-08-18 07:22: Train Epoch 1: 780/1641 Loss: 0.535476
2026-08-18 07:22: Train Epoch 1: 800/1641 Loss: 0.496466
2026-08-18 07:22: Train Epoch 1: 820/1641 Loss: 0.488741
2026-08-18 07:22: Train Epoch 1: 840/1641 Loss: 0.524938
2026-08-18 07:22: Train Epoch 1: 860/1641 Loss: 0.513293
2026-08-18 07:22: Train Epoch 1: 880/1641 Loss: 0.440495
2026-08-18 07:22: Train Epoch 1: 900/1641 Loss: 0.459823
2026-08-18 07:22: Train Epoch 1: 920/1641 Loss: 0.462453
2026-08-18 07:22: Train Epoch 1: 940/1641 Loss: 0.443076
2026-08-18 07:22: Train Epoch 1: 960/1641 Loss: 0.455890
2026-08-18 07:22: Train Epoch 1: 980/1641 Loss: 0.441828
2026-08-18 07:22: Train Epoch 1: 1000/1641 Loss: 0.468466
2026-08-18 07:22: Train Epoch 1: 1020/1641 Loss: 0.459967
2026-08-18 07:22: Train Epoch 1: 1040/1641 Loss: 0.451508
2026-08-18 07:23: Train Epoch 1: 1060/1641 Loss: 0.411239
2026-08-18 07:23: Train Epoch 1: 1080/1641 Loss: 0.470285
2026-08-18 07:23: Train Epoch 1: 1100/1641 Loss: 0.452185
2026-08-18 07:23: Train Epoch 1: 1120/1641 Loss: 0.414666
2026-08-18 07:23: Train Epoch 1: 1140/1641 Loss: 0.419882
2026-08-18 07:23: Train Epoch 1: 1160/1641 Loss: 0.420669
2026-08-18 07:23: Train Epoch 1: 1180/1641 Loss: 0.423179
2026-08-18 07:23: Train Epoch 1: 1200/1641 Loss: 0.418613
2026-08-18 07:23: Train Epoch 1: 1220/1641 Loss: 0.406100
2026-08-18 07:23: Train Epoch 1: 1240/1641 Loss: 0.386398
2026-08-18 07:23: Train Epoch 1: 1260/1641 Loss: 0.442583
