2026-08-18 10:10: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial18_20260818101037
2026-08-18 10:10: Train Epoch 1: 0/1641 Loss: 0.933351
2026-08-18 10:10: Train Epoch 1: 20/1641 Loss: 0.986468
2026-08-18 10:10: Train Epoch 1: 40/1641 Loss: 0.808542
2026-08-18 10:10: Train Epoch 1: 60/1641 Loss: 0.755162
2026-08-18 10:10: Train Epoch 1: 80/1641 Loss: 0.710833
2026-08-18 10:10: Train Epoch 1: 100/1641 Loss: 0.739797
2026-08-18 10:10: Train Epoch 1: 120/1641 Loss: 0.693098
2026-08-18 10:10: Train Epoch 1: 140/1641 Loss: 0.652396
2026-08-18 10:11: Train Epoch 1: 160/1641 Loss: 0.631348
2026-08-18 10:11: Train Epoch 1: 180/1641 Loss: 0.702121
2026-08-18 10:11: Train Epoch 1: 200/1641 Loss: 0.649953
2026-08-18 10:11: Train Epoch 1: 220/1641 Loss: 0.665697
2026-08-18 10:11: Train Epoch 1: 240/1641 Loss: 0.628147
2026-08-18 10:11: Train Epoch 1: 260/1641 Loss: 0.627083
2026-08-18 10:11: Train Epoch 1: 280/1641 Loss: 0.630220
2026-08-18 10:11: Train Epoch 1: 300/1641 Loss: 0.657641
2026-08-18 10:11: Train Epoch 1: 320/1641 Loss: 0.611347
2026-08-18 10:11: Train Epoch 1: 340/1641 Loss: 0.618591
2026-08-18 10:11: Train Epoch 1: 360/1641 Loss: 0.561872
2026-08-18 10:11: Train Epoch 1: 380/1641 Loss: 0.646033
2026-08-18 10:11: Train Epoch 1: 400/1641 Loss: 0.617977
2026-08-18 10:11: Train Epoch 1: 420/1641 Loss: 0.592880
2026-08-18 10:11: Train Epoch 1: 440/1641 Loss: 0.569881
2026-08-18 10:11: Train Epoch 1: 460/1641 Loss: 0.530909
2026-08-18 10:11: Train Epoch 1: 480/1641 Loss: 0.544197
2026-08-18 10:11: Train Epoch 1: 500/1641 Loss: 0.463995
2026-08-18 10:11: Train Epoch 1: 520/1641 Loss: 0.430431
2026-08-18 10:11: Train Epoch 1: 540/1641 Loss: 0.444524
2026-08-18 10:11: Train Epoch 1: 560/1641 Loss: 0.451058
2026-08-18 10:11: Train Epoch 1: 580/1641 Loss: 0.406176
2026-08-18 10:12: Train Epoch 1: 600/1641 Loss: 0.458370
2026-08-18 10:12: Train Epoch 1: 620/1641 Loss: 0.432939
2026-08-18 10:12: Train Epoch 1: 640/1641 Loss: 0.423859
2026-08-18 10:12: Train Epoch 1: 660/1641 Loss: 0.405267
2026-08-18 10:12: Train Epoch 1: 680/1641 Loss: 0.411141
2026-08-18 10:12: Train Epoch 1: 700/1641 Loss: 0.418814
2026-08-18 10:12: Train Epoch 1: 720/1641 Loss: 0.400295
2026-08-18 10:12: Train Epoch 1: 740/1641 Loss: 0.424661
2026-08-18 10:12: Train Epoch 1: 760/1641 Loss: 0.401294
2026-08-18 10:12: Train Epoch 1: 780/1641 Loss: 0.410078
