2026-08-18 06:13: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial15_20260818061317
2026-08-18 06:13: Train Epoch 1: 0/1641 Loss: 0.881307
2026-08-18 06:13: Train Epoch 1: 20/1641 Loss: 0.882608
2026-08-18 06:13: Train Epoch 1: 40/1641 Loss: 0.824886
2026-08-18 06:13: Train Epoch 1: 60/1641 Loss: 0.745894
2026-08-18 06:13: Train Epoch 1: 80/1641 Loss: 0.702550
2026-08-18 06:13: Train Epoch 1: 100/1641 Loss: 0.685009
2026-08-18 06:13: Train Epoch 1: 120/1641 Loss: 0.703290
2026-08-18 06:13: Train Epoch 1: 140/1641 Loss: 0.681666
2026-08-18 06:13: Train Epoch 1: 160/1641 Loss: 0.641013
2026-08-18 06:13: Train Epoch 1: 180/1641 Loss: 0.656780
2026-08-18 06:13: Train Epoch 1: 200/1641 Loss: 0.684536
2026-08-18 06:13: Train Epoch 1: 220/1641 Loss: 0.667622
2026-08-18 06:13: Train Epoch 1: 240/1641 Loss: 0.601913
2026-08-18 06:13: Train Epoch 1: 260/1641 Loss: 0.615425
2026-08-18 06:13: Train Epoch 1: 280/1641 Loss: 0.574784
2026-08-18 06:13: Train Epoch 1: 300/1641 Loss: 0.559743
2026-08-18 06:13: Train Epoch 1: 320/1641 Loss: 0.534716
2026-08-18 06:13: Train Epoch 1: 340/1641 Loss: 0.517763
2026-08-18 06:13: Train Epoch 1: 360/1641 Loss: 0.476218
2026-08-18 06:13: Train Epoch 1: 380/1641 Loss: 0.473256
2026-08-18 06:13: Train Epoch 1: 400/1641 Loss: 0.487822
2026-08-18 06:13: Train Epoch 1: 420/1641 Loss: 0.480791
2026-08-18 06:13: Train Epoch 1: 440/1641 Loss: 0.419175
2026-08-18 06:13: Train Epoch 1: 460/1641 Loss: 0.424069
2026-08-18 06:13: Train Epoch 1: 480/1641 Loss: 0.429459
2026-08-18 06:13: Train Epoch 1: 500/1641 Loss: 0.445526
2026-08-18 06:13: Train Epoch 1: 520/1641 Loss: 0.407166
2026-08-18 06:13: Train Epoch 1: 540/1641 Loss: 0.439553
2026-08-18 06:13: Train Epoch 1: 560/1641 Loss: 0.448752
2026-08-18 06:14: Train Epoch 1: 580/1641 Loss: 0.415088
2026-08-18 06:14: Train Epoch 1: 600/1641 Loss: 0.446741
2026-08-18 06:14: Train Epoch 1: 620/1641 Loss: 0.446203
2026-08-18 06:14: Train Epoch 1: 640/1641 Loss: 0.387195
2026-08-18 06:14: Train Epoch 1: 660/1641 Loss: 0.429830
2026-08-18 06:14: Train Epoch 1: 680/1641 Loss: 0.423036
2026-08-18 06:14: Train Epoch 1: 700/1641 Loss: 0.411063
2026-08-18 06:14: Train Epoch 1: 720/1641 Loss: 0.359535
2026-08-18 06:14: Train Epoch 1: 740/1641 Loss: 0.395007
2026-08-18 06:14: Train Epoch 1: 760/1641 Loss: 0.391629
2026-08-18 06:14: Train Epoch 1: 780/1641 Loss: 0.387783
2026-08-18 06:14: Train Epoch 1: 800/1641 Loss: 0.402856
2026-08-18 06:14: Train Epoch 1: 820/1641 Loss: 0.425484
2026-08-18 06:14: Train Epoch 1: 840/1641 Loss: 0.390407
2026-08-18 06:14: Train Epoch 1: 860/1641 Loss: 0.407475
2026-08-18 06:14: Train Epoch 1: 880/1641 Loss: 0.407319
2026-08-18 06:14: Train Epoch 1: 900/1641 Loss: 0.383779
2026-08-18 06:14: Train Epoch 1: 920/1641 Loss: 0.383669
2026-08-18 06:14: Train Epoch 1: 940/1641 Loss: 0.377799
2026-08-18 06:14: Train Epoch 1: 960/1641 Loss: 0.426458
2026-08-18 06:14: Train Epoch 1: 980/1641 Loss: 0.378380
2026-08-18 06:14: Train Epoch 1: 1000/1641 Loss: 0.370698
2026-08-18 06:14: Train Epoch 1: 1020/1641 Loss: 0.358111
2026-08-18 06:14: Train Epoch 1: 1040/1641 Loss: 0.401261
2026-08-18 06:14: Train Epoch 1: 1060/1641 Loss: 0.371776
2026-08-18 06:14: Train Epoch 1: 1080/1641 Loss: 0.373003
2026-08-18 06:14: Train Epoch 1: 1100/1641 Loss: 0.416934
2026-08-18 06:14: Train Epoch 1: 1120/1641 Loss: 0.380162
2026-08-18 06:14: Train Epoch 1: 1140/1641 Loss: 0.369635
2026-08-18 06:14: Train Epoch 1: 1160/1641 Loss: 0.337346
2026-08-18 06:14: Train Epoch 1: 1180/1641 Loss: 0.400765
2026-08-18 06:14: Train Epoch 1: 1200/1641 Loss: 0.366825
