2026-08-17 00:51: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial20_20260817005157
2026-08-17 00:51: Train Epoch 1: 0/821 Loss: 16.441067
2026-08-17 00:52: Train Epoch 1: 20/821 Loss: 15.221950
2026-08-17 00:52: Train Epoch 1: 40/821 Loss: 13.039764
2026-08-17 00:52: Train Epoch 1: 60/821 Loss: 10.952230
2026-08-17 00:52: Train Epoch 1: 80/821 Loss: 9.220901
2026-08-17 00:52: Train Epoch 1: 100/821 Loss: 8.288124
2026-08-17 00:52: Train Epoch 1: 120/821 Loss: 6.873997
2026-08-17 00:52: Train Epoch 1: 140/821 Loss: 6.557123
2026-08-17 00:52: Train Epoch 1: 160/821 Loss: 5.977079
2026-08-17 00:52: Train Epoch 1: 180/821 Loss: 5.473266
2026-08-17 00:52: Train Epoch 1: 200/821 Loss: 5.648081
2026-08-17 00:52: Train Epoch 1: 220/821 Loss: 5.438501
2026-08-17 00:52: Train Epoch 1: 240/821 Loss: 5.463979
2026-08-17 00:52: Train Epoch 1: 260/821 Loss: 5.292553
2026-08-17 00:52: Train Epoch 1: 280/821 Loss: 5.127702
2026-08-17 00:52: Train Epoch 1: 300/821 Loss: 5.437376
2026-08-17 00:52: Train Epoch 1: 320/821 Loss: 5.614974
2026-08-17 00:52: Train Epoch 1: 340/821 Loss: 5.643711
2026-08-17 00:52: Train Epoch 1: 360/821 Loss: 5.356447
2026-08-17 00:52: Train Epoch 1: 380/821 Loss: 5.320110
2026-08-17 00:52: Train Epoch 1: 400/821 Loss: 5.199951
2026-08-17 00:52: Train Epoch 1: 420/821 Loss: 5.304500
2026-08-17 00:53: Train Epoch 1: 440/821 Loss: 5.500087
2026-08-17 00:53: Train Epoch 1: 460/821 Loss: 5.402830
2026-08-17 00:53: Train Epoch 1: 480/821 Loss: 5.318910
2026-08-17 00:53: Train Epoch 1: 500/821 Loss: 4.568948
2026-08-17 00:53: Train Epoch 1: 520/821 Loss: 4.322849
2026-08-17 00:53: Train Epoch 1: 540/821 Loss: 4.414146
2026-08-17 00:53: Train Epoch 1: 560/821 Loss: 4.188712
2026-08-17 00:53: Train Epoch 1: 580/821 Loss: 4.411822
2026-08-17 00:53: Train Epoch 1: 600/821 Loss: 4.486059
2026-08-17 00:53: Train Epoch 1: 620/821 Loss: 4.018226
2026-08-17 00:53: Train Epoch 1: 640/821 Loss: 4.121725
2026-08-17 00:53: Train Epoch 1: 660/821 Loss: 4.101207
2026-08-17 00:53: Train Epoch 1: 680/821 Loss: 3.962732
2026-08-17 00:53: Train Epoch 1: 700/821 Loss: 3.902454
2026-08-17 00:53: Train Epoch 1: 720/821 Loss: 3.982815
2026-08-17 00:53: Train Epoch 1: 740/821 Loss: 3.902483
2026-08-17 00:53: Train Epoch 1: 760/821 Loss: 3.675716
2026-08-17 00:53: Train Epoch 1: 780/821 Loss: 3.543242
2026-08-17 00:53: Train Epoch 1: 800/821 Loss: 3.600362
2026-08-17 00:53: Train Epoch 1: 820/821 Loss: 3.469383
2026-08-17 00:53: **********Train Epoch 1: averaged Loss: 5.793607, tf_ratio: 1.000000
2026-08-17 00:54: **********Val Epoch 1: average Loss: 3.225565
2026-08-17 00:54: *********************************Current best model saved!
2026-08-17 00:54: Train Epoch 2: 0/821 Loss: 3.416253
2026-08-17 00:54: Train Epoch 2: 20/821 Loss: 3.323909
2026-08-17 00:54: Train Epoch 2: 40/821 Loss: 3.033369
2026-08-17 00:54: Train Epoch 2: 60/821 Loss: 2.987789
2026-08-17 00:54: Train Epoch 2: 80/821 Loss: 2.977511
2026-08-17 00:54: Train Epoch 2: 100/821 Loss: 2.851139
