2026-08-18 20:58: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial24_20260818205801
2026-08-18 20:58: Train Epoch 1: 0/410 Loss: 0.917025
2026-08-18 20:58: Train Epoch 1: 20/410 Loss: 0.789390
2026-08-18 20:58: Train Epoch 1: 40/410 Loss: 0.678911
2026-08-18 20:58: Train Epoch 1: 60/410 Loss: 0.650925
2026-08-18 20:58: Train Epoch 1: 80/410 Loss: 0.603545
2026-08-18 20:58: Train Epoch 1: 100/410 Loss: 0.516636
2026-08-18 20:58: Train Epoch 1: 120/410 Loss: 0.432174
2026-08-18 20:58: Train Epoch 1: 140/410 Loss: 0.398376
2026-08-18 20:58: Train Epoch 1: 160/410 Loss: 0.411562
2026-08-18 20:58: Train Epoch 1: 180/410 Loss: 0.386578
2026-08-18 20:58: Train Epoch 1: 200/410 Loss: 0.388754
2026-08-18 20:58: Train Epoch 1: 220/410 Loss: 0.374151
2026-08-18 20:59: Train Epoch 1: 240/410 Loss: 0.361902
2026-08-18 20:59: Train Epoch 1: 260/410 Loss: 0.367904
2026-08-18 20:59: Train Epoch 1: 280/410 Loss: 0.384787
2026-08-18 20:59: Train Epoch 1: 300/410 Loss: 0.374194
2026-08-18 20:59: Train Epoch 1: 320/410 Loss: 0.364981
2026-08-18 20:59: Train Epoch 1: 340/410 Loss: 0.363281
2026-08-18 20:59: Train Epoch 1: 360/410 Loss: 0.344700
2026-08-18 20:59: Train Epoch 1: 380/410 Loss: 0.345005
2026-08-18 20:59: Train Epoch 1: 400/410 Loss: 0.367207
2026-08-18 20:59: **********Train Epoch 1: averaged Loss: 0.458257, tf_ratio: 1.000000
2026-08-18 20:59: **********Val Epoch 1: average Loss: 0.347903
2026-08-18 20:59: *********************************Current best model saved!
2026-08-18 20:59: Train Epoch 2: 0/410 Loss: 0.351970
2026-08-18 21:00: Train Epoch 2: 20/410 Loss: 0.347702
2026-08-18 21:00: Train Epoch 2: 40/410 Loss: 0.349176
2026-08-18 21:00: Train Epoch 2: 60/410 Loss: 0.337725
2026-08-18 21:00: Train Epoch 2: 80/410 Loss: 0.334450
2026-08-18 21:00: Train Epoch 2: 100/410 Loss: 0.336201
2026-08-18 21:00: Train Epoch 2: 120/410 Loss: 0.328861
2026-08-18 21:00: Train Epoch 2: 140/410 Loss: 0.322340
2026-08-18 21:00: Train Epoch 2: 160/410 Loss: 0.332202
2026-08-18 21:00: Train Epoch 2: 180/410 Loss: 0.332683
2026-08-18 21:00: Train Epoch 2: 200/410 Loss: 0.335489
2026-08-18 21:00: Train Epoch 2: 220/410 Loss: 0.337938
2026-08-18 21:00: Train Epoch 2: 240/410 Loss: 0.317047
2026-08-18 21:01: Train Epoch 2: 260/410 Loss: 0.323979
2026-08-18 21:01: Train Epoch 2: 280/410 Loss: 0.336744
2026-08-18 21:01: Train Epoch 2: 300/410 Loss: 0.320311
2026-08-18 21:01: Train Epoch 2: 320/410 Loss: 0.330484
2026-08-18 21:01: Train Epoch 2: 340/410 Loss: 0.318390
2026-08-18 21:01: Train Epoch 2: 360/410 Loss: 0.327688
2026-08-18 21:01: Train Epoch 2: 380/410 Loss: 0.324529
2026-08-18 21:01: Train Epoch 2: 400/410 Loss: 0.332925
2026-08-18 21:01: **********Train Epoch 2: averaged Loss: 0.333861, tf_ratio: 1.000000
2026-08-18 21:01: **********Val Epoch 2: average Loss: 0.323133
2026-08-18 21:01: *********************************Current best model saved!
2026-08-18 21:01: Train Epoch 3: 0/410 Loss: 0.318890
2026-08-18 21:01: Train Epoch 3: 20/410 Loss: 0.327141
2026-08-18 21:02: Train Epoch 3: 40/410 Loss: 0.315001
2026-08-18 21:02: Train Epoch 3: 60/410 Loss: 0.303027
2026-08-18 21:02: Train Epoch 3: 80/410 Loss: 0.317568
2026-08-18 21:02: Train Epoch 3: 100/410 Loss: 0.324016
2026-08-18 21:02: Train Epoch 3: 120/410 Loss: 0.324846
2026-08-18 21:02: Train Epoch 3: 140/410 Loss: 0.308744
2026-08-18 21:02: Train Epoch 3: 160/410 Loss: 0.311369
2026-08-18 21:02: Train Epoch 3: 180/410 Loss: 0.329651
2026-08-18 21:02: Train Epoch 3: 200/410 Loss: 0.319079
2026-08-18 21:02: Train Epoch 3: 220/410 Loss: 0.320879
2026-08-18 21:02: Train Epoch 3: 240/410 Loss: 0.313377
2026-08-18 21:03: Train Epoch 3: 260/410 Loss: 0.309054
2026-08-18 21:03: Train Epoch 3: 280/410 Loss: 0.306178
2026-08-18 21:03: Train Epoch 3: 300/410 Loss: 0.322177
2026-08-18 21:03: Train Epoch 3: 320/410 Loss: 0.306913
2026-08-18 21:03: Train Epoch 3: 340/410 Loss: 0.318426
2026-08-18 21:03: Train Epoch 3: 360/410 Loss: 0.303634
2026-08-18 21:03: Train Epoch 3: 380/410 Loss: 0.312692
2026-08-18 21:03: Train Epoch 3: 400/410 Loss: 0.304143
2026-08-18 21:03: **********Train Epoch 3: averaged Loss: 0.315515, tf_ratio: 1.000000
2026-08-18 21:03: **********Val Epoch 3: average Loss: 0.316334
2026-08-18 21:03: *********************************Current best model saved!
2026-08-18 21:03: Train Epoch 4: 0/410 Loss: 0.307827
2026-08-18 21:03: Train Epoch 4: 20/410 Loss: 0.302474
2026-08-18 21:03: Train Epoch 4: 40/410 Loss: 0.323639
2026-08-18 21:04: Train Epoch 4: 60/410 Loss: 0.314752
2026-08-18 21:04: Train Epoch 4: 80/410 Loss: 0.303676
2026-08-18 21:04: Train Epoch 4: 100/410 Loss: 0.310561
2026-08-18 21:04: Train Epoch 4: 120/410 Loss: 0.303341
2026-08-18 21:04: Train Epoch 4: 140/410 Loss: 0.302731
2026-08-18 21:04: Train Epoch 4: 160/410 Loss: 0.296839
2026-08-18 21:04: Train Epoch 4: 180/410 Loss: 0.308373
2026-08-18 21:04: Train Epoch 4: 200/410 Loss: 0.297468
2026-08-18 21:04: Train Epoch 4: 220/410 Loss: 0.291687
2026-08-18 21:04: Train Epoch 4: 240/410 Loss: 0.291795
2026-08-18 21:04: Train Epoch 4: 260/410 Loss: 0.300188
2026-08-18 21:05: Train Epoch 4: 280/410 Loss: 0.298367
2026-08-18 21:05: Train Epoch 4: 300/410 Loss: 0.302372
2026-08-18 21:05: Train Epoch 4: 320/410 Loss: 0.291176
2026-08-18 21:05: Train Epoch 4: 340/410 Loss: 0.296916
2026-08-18 21:05: Train Epoch 4: 360/410 Loss: 0.296105
2026-08-18 21:05: Train Epoch 4: 380/410 Loss: 0.296196
2026-08-18 21:05: Train Epoch 4: 400/410 Loss: 0.296932
2026-08-18 21:05: **********Train Epoch 4: averaged Loss: 0.301124, tf_ratio: 1.000000
2026-08-18 21:05: **********Val Epoch 4: average Loss: 0.318422
2026-08-18 21:05: Train Epoch 5: 0/410 Loss: 0.289564
2026-08-18 21:05: Train Epoch 5: 20/410 Loss: 0.283386
2026-08-18 21:05: Train Epoch 5: 40/410 Loss: 0.289974
2026-08-18 21:05: Train Epoch 5: 60/410 Loss: 0.296467
2026-08-18 21:06: Train Epoch 5: 80/410 Loss: 0.286203
2026-08-18 21:06: Train Epoch 5: 100/410 Loss: 0.297158
2026-08-18 21:06: Train Epoch 5: 120/410 Loss: 0.285350
2026-08-18 21:06: Train Epoch 5: 140/410 Loss: 0.283416
2026-08-18 21:06: Train Epoch 5: 160/410 Loss: 0.278285
2026-08-18 21:06: Train Epoch 5: 180/410 Loss: 0.291715
2026-08-18 21:06: Train Epoch 5: 200/410 Loss: 0.279347
2026-08-18 21:06: Train Epoch 5: 220/410 Loss: 0.276776
2026-08-18 21:06: Train Epoch 5: 240/410 Loss: 0.277179
2026-08-18 21:06: Train Epoch 5: 260/410 Loss: 0.284255
2026-08-18 21:06: Train Epoch 5: 280/410 Loss: 0.277172
2026-08-18 21:07: Train Epoch 5: 300/410 Loss: 0.281783
2026-08-18 21:07: Train Epoch 5: 320/410 Loss: 0.282470
2026-08-18 21:07: Train Epoch 5: 340/410 Loss: 0.288430
2026-08-18 21:07: Train Epoch 5: 360/410 Loss: 0.287721
2026-08-18 21:07: Train Epoch 5: 380/410 Loss: 0.263973
2026-08-18 21:07: Train Epoch 5: 400/410 Loss: 0.267991
2026-08-18 21:07: **********Train Epoch 5: averaged Loss: 0.285060, tf_ratio: 1.000000
2026-08-18 21:07: **********Val Epoch 5: average Loss: 0.318167
2026-08-18 21:07: Train Epoch 6: 0/410 Loss: 0.274018
2026-08-18 21:07: Train Epoch 6: 20/410 Loss: 0.271946
2026-08-18 21:07: Train Epoch 6: 40/410 Loss: 0.276294
2026-08-18 21:07: Train Epoch 6: 60/410 Loss: 0.265919
2026-08-18 21:08: Train Epoch 6: 80/410 Loss: 0.266041
2026-08-18 21:08: Train Epoch 6: 100/410 Loss: 0.273466
2026-08-18 21:08: Train Epoch 6: 120/410 Loss: 0.268394
2026-08-18 21:08: Train Epoch 6: 140/410 Loss: 0.267192
2026-08-18 21:08: Train Epoch 6: 160/410 Loss: 0.273736
2026-08-18 21:08: Train Epoch 6: 180/410 Loss: 0.273125
2026-08-18 21:08: Train Epoch 6: 200/410 Loss: 0.252794
2026-08-18 21:08: Train Epoch 6: 220/410 Loss: 0.270772
2026-08-18 21:08: Train Epoch 6: 240/410 Loss: 0.270170
2026-08-18 21:08: Train Epoch 6: 260/410 Loss: 0.270447
2026-08-18 21:08: Train Epoch 6: 280/410 Loss: 0.265349
2026-08-18 21:08: Train Epoch 6: 300/410 Loss: 0.264582
2026-08-18 21:09: Train Epoch 6: 320/410 Loss: 0.261821
2026-08-18 21:09: Train Epoch 6: 340/410 Loss: 0.256690
2026-08-18 21:09: Train Epoch 6: 360/410 Loss: 0.264416
2026-08-18 21:09: Train Epoch 6: 380/410 Loss: 0.258973
2026-08-18 21:09: Train Epoch 6: 400/410 Loss: 0.260019
2026-08-18 21:09: **********Train Epoch 6: averaged Loss: 0.267434, tf_ratio: 1.000000
2026-08-18 21:09: **********Val Epoch 6: average Loss: 0.322224
2026-08-18 21:09: Train Epoch 7: 0/410 Loss: 0.262321
2026-08-18 21:09: Train Epoch 7: 20/410 Loss: 0.257265
2026-08-18 21:09: Train Epoch 7: 40/410 Loss: 0.251711
2026-08-18 21:09: Train Epoch 7: 60/410 Loss: 0.260729
2026-08-18 21:09: Train Epoch 7: 80/410 Loss: 0.256737
