2026-08-18 00:01: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial10_20260818000157
2026-08-18 00:01: Train Epoch 1: 0/1641 Loss: 0.900793
2026-08-18 00:02: Train Epoch 1: 20/1641 Loss: 0.919067
2026-08-18 00:02: Train Epoch 1: 40/1641 Loss: 0.817374
2026-08-18 00:02: Train Epoch 1: 60/1641 Loss: 0.769725
2026-08-18 00:02: Train Epoch 1: 80/1641 Loss: 0.748348
2026-08-18 00:02: Train Epoch 1: 100/1641 Loss: 0.692337
2026-08-18 00:02: Train Epoch 1: 120/1641 Loss: 0.674036
2026-08-18 00:02: Train Epoch 1: 140/1641 Loss: 0.637225
2026-08-18 00:02: Train Epoch 1: 160/1641 Loss: 0.682433
2026-08-18 00:02: Train Epoch 1: 180/1641 Loss: 0.660091
2026-08-18 00:02: Train Epoch 1: 200/1641 Loss: 0.593947
2026-08-18 00:02: Train Epoch 1: 220/1641 Loss: 0.642769
2026-08-18 00:02: Train Epoch 1: 240/1641 Loss: 0.643164
2026-08-18 00:02: Train Epoch 1: 260/1641 Loss: 0.631664
2026-08-18 00:02: Train Epoch 1: 280/1641 Loss: 0.599252
2026-08-18 00:02: Train Epoch 1: 300/1641 Loss: 0.617972
2026-08-18 00:02: Train Epoch 1: 320/1641 Loss: 0.641018
2026-08-18 00:02: Train Epoch 1: 340/1641 Loss: 0.638195
2026-08-18 00:02: Train Epoch 1: 360/1641 Loss: 0.597770
2026-08-18 00:02: Train Epoch 1: 380/1641 Loss: 0.589897
2026-08-18 00:02: Train Epoch 1: 400/1641 Loss: 0.619598
2026-08-18 00:02: Train Epoch 1: 420/1641 Loss: 0.605926
2026-08-18 00:02: Train Epoch 1: 440/1641 Loss: 0.580890
2026-08-18 00:03: Train Epoch 1: 460/1641 Loss: 0.546163
2026-08-18 00:03: Train Epoch 1: 480/1641 Loss: 0.450616
2026-08-18 00:03: Train Epoch 1: 500/1641 Loss: 0.436459
2026-08-18 00:03: Train Epoch 1: 520/1641 Loss: 0.447484
2026-08-18 00:03: Train Epoch 1: 540/1641 Loss: 0.434204
2026-08-18 00:03: Train Epoch 1: 560/1641 Loss: 0.461073
2026-08-18 00:03: Train Epoch 1: 580/1641 Loss: 0.437999
2026-08-18 00:03: Train Epoch 1: 600/1641 Loss: 0.410541
2026-08-18 00:03: Train Epoch 1: 620/1641 Loss: 0.435083
2026-08-18 00:03: Train Epoch 1: 640/1641 Loss: 0.408736
2026-08-18 00:03: Train Epoch 1: 660/1641 Loss: 0.418150
2026-08-18 00:03: Train Epoch 1: 680/1641 Loss: 0.374762
2026-08-18 00:03: Train Epoch 1: 700/1641 Loss: 0.434649
