2026-08-16 23:52: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial17_20260816235217
2026-08-16 23:52: Train Epoch 1: 0/821 Loss: 18.318642
2026-08-16 23:52: Train Epoch 1: 20/821 Loss: 5.845904
2026-08-16 23:52: Train Epoch 1: 40/821 Loss: 5.934411
2026-08-16 23:52: Train Epoch 1: 60/821 Loss: 7.581235
2026-08-16 23:52: Train Epoch 1: 80/821 Loss: 9.476603
2026-08-16 23:52: Train Epoch 1: 100/821 Loss: 8.628929
2026-08-16 23:52: Train Epoch 1: 120/821 Loss: 8.578125
2026-08-16 23:52: Train Epoch 1: 140/821 Loss: 8.719934
2026-08-16 23:52: Train Epoch 1: 160/821 Loss: 7.972237
2026-08-16 23:52: Train Epoch 1: 180/821 Loss: 7.998915
2026-08-16 23:53: Train Epoch 1: 200/821 Loss: 7.798720
2026-08-16 23:53: Train Epoch 1: 220/821 Loss: 7.656161
2026-08-16 23:53: Train Epoch 1: 240/821 Loss: 7.074781
2026-08-16 23:53: Train Epoch 1: 260/821 Loss: 6.695884
2026-08-16 23:53: Train Epoch 1: 280/821 Loss: 6.346340
2026-08-16 23:53: Train Epoch 1: 300/821 Loss: 6.318447
2026-08-16 23:53: Train Epoch 1: 320/821 Loss: 6.069429
2026-08-16 23:53: Train Epoch 1: 340/821 Loss: 5.933977
2026-08-16 23:53: Train Epoch 1: 360/821 Loss: 5.996830
2026-08-16 23:53: Train Epoch 1: 380/821 Loss: 5.696308
2026-08-16 23:53: Train Epoch 1: 400/821 Loss: 5.620054
2026-08-16 23:53: Train Epoch 1: 420/821 Loss: 5.506512
2026-08-16 23:53: Train Epoch 1: 440/821 Loss: 5.364708
2026-08-16 23:53: Train Epoch 1: 460/821 Loss: 5.175664
2026-08-16 23:53: Train Epoch 1: 480/821 Loss: 5.364491
2026-08-16 23:54: Train Epoch 1: 500/821 Loss: 5.333359
2026-08-16 23:54: Train Epoch 1: 520/821 Loss: 5.030002
2026-08-16 23:54: Train Epoch 1: 540/821 Loss: 5.087142
2026-08-16 23:54: Train Epoch 1: 560/821 Loss: 5.314433
