2026-08-16 22:41: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial13_20260816224059
2026-08-16 22:41: Train Epoch 1: 0/821 Loss: 16.968235
2026-08-16 22:41: Train Epoch 1: 20/821 Loss: 11.291293
2026-08-16 22:41: Train Epoch 1: 40/821 Loss: 6.911664
2026-08-16 22:41: Train Epoch 1: 60/821 Loss: 5.770919
2026-08-16 22:41: Train Epoch 1: 80/821 Loss: 4.994300
2026-08-16 22:41: Train Epoch 1: 100/821 Loss: 4.960121
2026-08-16 22:41: Train Epoch 1: 120/821 Loss: 4.562807
2026-08-16 22:41: Train Epoch 1: 140/821 Loss: 4.295880
2026-08-16 22:41: Train Epoch 1: 160/821 Loss: 4.209253
2026-08-16 22:41: Train Epoch 1: 180/821 Loss: 4.105953
2026-08-16 22:41: Train Epoch 1: 200/821 Loss: 4.168267
2026-08-16 22:41: Train Epoch 1: 220/821 Loss: 3.989306
2026-08-16 22:41: Train Epoch 1: 240/821 Loss: 3.756412
2026-08-16 22:41: Train Epoch 1: 260/821 Loss: 3.728359
2026-08-16 22:41: Train Epoch 1: 280/821 Loss: 3.668247
2026-08-16 22:41: Train Epoch 1: 300/821 Loss: 3.548114
2026-08-16 22:41: Train Epoch 1: 320/821 Loss: 3.201653
2026-08-16 22:41: Train Epoch 1: 340/821 Loss: 3.072309
2026-08-16 22:41: Train Epoch 1: 360/821 Loss: 2.856862
2026-08-16 22:41: Train Epoch 1: 380/821 Loss: 2.831650
2026-08-16 22:41: Train Epoch 1: 400/821 Loss: 2.670545
2026-08-16 22:41: Train Epoch 1: 420/821 Loss: 2.564395
2026-08-16 22:42: Train Epoch 1: 440/821 Loss: 2.470042
2026-08-16 22:42: Train Epoch 1: 460/821 Loss: 2.487214
2026-08-16 22:42: Train Epoch 1: 480/821 Loss: 2.450369
2026-08-16 22:42: Train Epoch 1: 500/821 Loss: 2.326147
2026-08-16 22:42: Train Epoch 1: 520/821 Loss: 2.337397
2026-08-16 22:42: Train Epoch 1: 540/821 Loss: 2.370327
2026-08-16 22:42: Train Epoch 1: 560/821 Loss: 2.259978
2026-08-16 22:42: Train Epoch 1: 580/821 Loss: 2.310094
2026-08-16 22:42: Train Epoch 1: 600/821 Loss: 2.340340
2026-08-16 22:42: Train Epoch 1: 620/821 Loss: 2.235909
2026-08-16 22:42: Train Epoch 1: 640/821 Loss: 2.255480
2026-08-16 22:42: Train Epoch 1: 660/821 Loss: 2.205377
2026-08-16 22:42: Train Epoch 1: 680/821 Loss: 2.195465
2026-08-16 22:42: Train Epoch 1: 700/821 Loss: 2.237853
2026-08-16 22:42: Train Epoch 1: 720/821 Loss: 2.179203
2026-08-16 22:42: Train Epoch 1: 740/821 Loss: 2.078814
2026-08-16 22:42: Train Epoch 1: 760/821 Loss: 2.237125
2026-08-16 22:42: Train Epoch 1: 780/821 Loss: 2.072119
2026-08-16 22:42: Train Epoch 1: 800/821 Loss: 2.062407
2026-08-16 22:42: Train Epoch 1: 820/821 Loss: 2.082240
2026-08-16 22:42: **********Train Epoch 1: averaged Loss: 3.476607, tf_ratio: 1.000000
2026-08-16 22:43: **********Val Epoch 1: average Loss: 2.047233
