2026-08-17 16:53: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial2_20260817165312
2026-08-17 16:53: Train Epoch 1: 0/1641 Loss: 0.913473
2026-08-17 16:53: Train Epoch 1: 20/1641 Loss: 0.917521
2026-08-17 16:53: Train Epoch 1: 40/1641 Loss: 0.964529
2026-08-17 16:53: Train Epoch 1: 60/1641 Loss: 0.988988
2026-08-17 16:53: Train Epoch 1: 80/1641 Loss: 0.913269
2026-08-17 16:53: Train Epoch 1: 100/1641 Loss: 0.875029
2026-08-17 16:53: Train Epoch 1: 120/1641 Loss: 0.717053
2026-08-17 16:53: Train Epoch 1: 140/1641 Loss: 0.681439
2026-08-17 16:53: Train Epoch 1: 160/1641 Loss: 0.770817
2026-08-17 16:53: Train Epoch 1: 180/1641 Loss: 0.763086
2026-08-17 16:53: Train Epoch 1: 200/1641 Loss: 0.775776
2026-08-17 16:53: Train Epoch 1: 220/1641 Loss: 0.722703
2026-08-17 16:53: Train Epoch 1: 240/1641 Loss: 0.722593
2026-08-17 16:53: Train Epoch 1: 260/1641 Loss: 0.657472
2026-08-17 16:53: Train Epoch 1: 280/1641 Loss: 0.750430
2026-08-17 16:53: Train Epoch 1: 300/1641 Loss: 0.703614
2026-08-17 16:53: Train Epoch 1: 320/1641 Loss: 0.715392
2026-08-17 16:54: Train Epoch 1: 340/1641 Loss: 0.705252
2026-08-17 16:54: Train Epoch 1: 360/1641 Loss: 0.648980
2026-08-17 16:54: Train Epoch 1: 380/1641 Loss: 0.678478
2026-08-17 16:54: Train Epoch 1: 400/1641 Loss: 0.663075
2026-08-17 16:54: Train Epoch 1: 420/1641 Loss: 0.715722
2026-08-17 16:54: Train Epoch 1: 440/1641 Loss: 0.699803
2026-08-17 16:54: Train Epoch 1: 460/1641 Loss: 0.675096
2026-08-17 16:54: Train Epoch 1: 480/1641 Loss: 0.680808
2026-08-17 16:54: Train Epoch 1: 500/1641 Loss: 0.694282
2026-08-17 16:54: Train Epoch 1: 520/1641 Loss: 0.701339
2026-08-17 16:54: Train Epoch 1: 540/1641 Loss: 0.629871
2026-08-17 16:54: Train Epoch 1: 560/1641 Loss: 0.665963
2026-08-17 16:54: Train Epoch 1: 580/1641 Loss: 0.657849
2026-08-17 16:54: Train Epoch 1: 600/1641 Loss: 0.685922
2026-08-17 16:54: Train Epoch 1: 620/1641 Loss: 0.644174
2026-08-17 16:54: Train Epoch 1: 640/1641 Loss: 0.637883
2026-08-17 16:54: Train Epoch 1: 660/1641 Loss: 0.661775
2026-08-17 16:54: Train Epoch 1: 680/1641 Loss: 0.655478
2026-08-17 16:54: Train Epoch 1: 700/1641 Loss: 0.640168
2026-08-17 16:54: Train Epoch 1: 720/1641 Loss: 0.661057
