2026-08-18 21:52: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial26_20260818215208
2026-08-18 21:52: Train Epoch 1: 0/820 Loss: 0.886321
2026-08-18 21:52: Train Epoch 1: 20/820 Loss: 0.842348
2026-08-18 21:52: Train Epoch 1: 40/820 Loss: 0.881964
2026-08-18 21:52: Train Epoch 1: 60/820 Loss: 0.842658
2026-08-18 21:52: Train Epoch 1: 80/820 Loss: 0.885209
2026-08-18 21:52: Train Epoch 1: 100/820 Loss: 0.836160
2026-08-18 21:52: Train Epoch 1: 120/820 Loss: 0.821496
2026-08-18 21:52: Train Epoch 1: 140/820 Loss: 0.755841
2026-08-18 21:52: Train Epoch 1: 160/820 Loss: 0.761987
2026-08-18 21:52: Train Epoch 1: 180/820 Loss: 0.766363
2026-08-18 21:53: Train Epoch 1: 200/820 Loss: 0.742139
2026-08-18 21:53: Train Epoch 1: 220/820 Loss: 0.764639
2026-08-18 21:53: Train Epoch 1: 240/820 Loss: 0.774632
2026-08-18 21:53: Train Epoch 1: 260/820 Loss: 0.733755
2026-08-18 21:53: Train Epoch 1: 280/820 Loss: 0.712229
2026-08-18 21:53: Train Epoch 1: 300/820 Loss: 0.692000
2026-08-18 21:53: Train Epoch 1: 320/820 Loss: 0.690632
2026-08-18 21:53: Train Epoch 1: 340/820 Loss: 0.699446
2026-08-18 21:53: Train Epoch 1: 360/820 Loss: 0.673624
2026-08-18 21:53: Train Epoch 1: 380/820 Loss: 0.665172
2026-08-18 21:53: Train Epoch 1: 400/820 Loss: 0.699267
2026-08-18 21:53: Train Epoch 1: 420/820 Loss: 0.670337
2026-08-18 21:54: Train Epoch 1: 440/820 Loss: 0.653105
2026-08-18 21:54: Train Epoch 1: 460/820 Loss: 0.693296
2026-08-18 21:54: Train Epoch 1: 480/820 Loss: 0.633619
2026-08-18 21:54: Train Epoch 1: 500/820 Loss: 0.650924
2026-08-18 21:54: Train Epoch 1: 520/820 Loss: 0.627145
2026-08-18 21:54: Train Epoch 1: 540/820 Loss: 0.616650
2026-08-18 21:54: Train Epoch 1: 560/820 Loss: 0.672544
2026-08-18 21:54: Train Epoch 1: 580/820 Loss: 0.634465
2026-08-18 21:54: Train Epoch 1: 600/820 Loss: 0.661357
2026-08-18 21:54: Train Epoch 1: 620/820 Loss: 0.598145
2026-08-18 21:54: Train Epoch 1: 640/820 Loss: 0.653656
2026-08-18 21:54: Train Epoch 1: 660/820 Loss: 0.648845
2026-08-18 21:55: Train Epoch 1: 680/820 Loss: 0.645364
2026-08-18 21:55: Train Epoch 1: 700/820 Loss: 0.657867
2026-08-18 21:55: Train Epoch 1: 720/820 Loss: 0.632333
2026-08-18 21:55: Train Epoch 1: 740/820 Loss: 0.661505
2026-08-18 21:55: Train Epoch 1: 760/820 Loss: 0.622566
2026-08-18 21:55: Train Epoch 1: 780/820 Loss: 0.634677
2026-08-18 21:55: Train Epoch 1: 800/820 Loss: 0.605390
2026-08-18 21:55: **********Train Epoch 1: averaged Loss: 0.705400, tf_ratio: 1.000000
2026-08-18 21:55: **********Val Epoch 1: average Loss: 0.611026
2026-08-18 21:56: *********************************Current best model saved!
2026-08-18 21:56: Train Epoch 2: 0/820 Loss: 0.642319
2026-08-18 21:56: Train Epoch 2: 20/820 Loss: 0.627272
2026-08-18 21:56: Train Epoch 2: 40/820 Loss: 0.588764
2026-08-18 21:56: Train Epoch 2: 60/820 Loss: 0.649358
2026-08-18 21:56: Train Epoch 2: 80/820 Loss: 0.602093
2026-08-18 21:56: Train Epoch 2: 100/820 Loss: 0.642102
2026-08-18 21:56: Train Epoch 2: 120/820 Loss: 0.609655
2026-08-18 21:56: Train Epoch 2: 140/820 Loss: 0.639813
2026-08-18 21:56: Train Epoch 2: 160/820 Loss: 0.605207
2026-08-18 21:56: Train Epoch 2: 180/820 Loss: 0.607681
2026-08-18 21:56: Train Epoch 2: 200/820 Loss: 0.645470
2026-08-18 21:56: Train Epoch 2: 220/820 Loss: 0.595828
2026-08-18 21:57: Train Epoch 2: 240/820 Loss: 0.589789
2026-08-18 21:57: Train Epoch 2: 260/820 Loss: 0.588058
2026-08-18 21:57: Train Epoch 2: 280/820 Loss: 0.582061
2026-08-18 21:57: Train Epoch 2: 300/820 Loss: 0.625368
2026-08-18 21:57: Train Epoch 2: 320/820 Loss: 0.541292
2026-08-18 21:57: Train Epoch 2: 340/820 Loss: 0.557634
2026-08-18 21:57: Train Epoch 2: 360/820 Loss: 0.536758
2026-08-18 21:57: Train Epoch 2: 380/820 Loss: 0.568853
2026-08-18 21:57: Train Epoch 2: 400/820 Loss: 0.545884
2026-08-18 21:57: Train Epoch 2: 420/820 Loss: 0.531625
2026-08-18 21:57: Train Epoch 2: 440/820 Loss: 0.484494
2026-08-18 21:57: Train Epoch 2: 460/820 Loss: 0.502521
2026-08-18 21:58: Train Epoch 2: 480/820 Loss: 0.517642
2026-08-18 21:58: Train Epoch 2: 500/820 Loss: 0.471910
2026-08-18 21:58: Train Epoch 2: 520/820 Loss: 0.466444
2026-08-18 21:58: Train Epoch 2: 540/820 Loss: 0.456094
2026-08-18 21:58: Train Epoch 2: 560/820 Loss: 0.454513
2026-08-18 21:58: Train Epoch 2: 580/820 Loss: 0.465090
2026-08-18 21:58: Train Epoch 2: 600/820 Loss: 0.450736
2026-08-18 21:58: Train Epoch 2: 620/820 Loss: 0.470959
2026-08-18 21:58: Train Epoch 2: 640/820 Loss: 0.429266
2026-08-18 21:58: Train Epoch 2: 660/820 Loss: 0.455152
2026-08-18 21:58: Train Epoch 2: 680/820 Loss: 0.437178
2026-08-18 21:58: Train Epoch 2: 700/820 Loss: 0.455510
2026-08-18 21:59: Train Epoch 2: 720/820 Loss: 0.467694
2026-08-18 21:59: Train Epoch 2: 740/820 Loss: 0.431204
2026-08-18 21:59: Train Epoch 2: 760/820 Loss: 0.429385
2026-08-18 21:59: Train Epoch 2: 780/820 Loss: 0.420657
2026-08-18 21:59: Train Epoch 2: 800/820 Loss: 0.469460
2026-08-18 21:59: **********Train Epoch 2: averaged Loss: 0.531610, tf_ratio: 1.000000
2026-08-18 21:59: **********Val Epoch 2: average Loss: 0.425542
2026-08-18 21:59: *********************************Current best model saved!
2026-08-18 21:59: Train Epoch 3: 0/820 Loss: 0.413186
2026-08-18 21:59: Train Epoch 3: 20/820 Loss: 0.441227
2026-08-18 21:59: Train Epoch 3: 40/820 Loss: 0.442781
2026-08-18 22:00: Train Epoch 3: 60/820 Loss: 0.462732
2026-08-18 22:00: Train Epoch 3: 80/820 Loss: 0.450546
2026-08-18 22:00: Train Epoch 3: 100/820 Loss: 0.432204
2026-08-18 22:00: Train Epoch 3: 120/820 Loss: 0.429747
2026-08-18 22:00: Train Epoch 3: 140/820 Loss: 0.417532
2026-08-18 22:00: Train Epoch 3: 160/820 Loss: 0.446752
2026-08-18 22:00: Train Epoch 3: 180/820 Loss: 0.431453
2026-08-18 22:00: Train Epoch 3: 200/820 Loss: 0.406687
2026-08-18 22:00: Train Epoch 3: 220/820 Loss: 0.417529
2026-08-18 22:00: Train Epoch 3: 240/820 Loss: 0.409493
2026-08-18 22:00: Train Epoch 3: 260/820 Loss: 0.427144
2026-08-18 22:01: Train Epoch 3: 280/820 Loss: 0.406336
2026-08-18 22:01: Train Epoch 3: 300/820 Loss: 0.414076
2026-08-18 22:01: Train Epoch 3: 320/820 Loss: 0.427628
2026-08-18 22:01: Train Epoch 3: 340/820 Loss: 0.419502
2026-08-18 22:01: Train Epoch 3: 360/820 Loss: 0.415538
2026-08-18 22:01: Train Epoch 3: 380/820 Loss: 0.409311
2026-08-18 22:01: Train Epoch 3: 400/820 Loss: 0.408910
2026-08-18 22:01: Train Epoch 3: 420/820 Loss: 0.419731
2026-08-18 22:01: Train Epoch 3: 440/820 Loss: 0.440870
2026-08-18 22:01: Train Epoch 3: 460/820 Loss: 0.412206
2026-08-18 22:01: Train Epoch 3: 480/820 Loss: 0.443232
2026-08-18 22:01: Train Epoch 3: 500/820 Loss: 0.395065
2026-08-18 22:02: Train Epoch 3: 520/820 Loss: 0.383222
2026-08-18 22:02: Train Epoch 3: 540/820 Loss: 0.397305
2026-08-18 22:02: Train Epoch 3: 560/820 Loss: 0.405167
2026-08-18 22:02: Train Epoch 3: 580/820 Loss: 0.415711
2026-08-18 22:02: Train Epoch 3: 600/820 Loss: 0.423325
2026-08-18 22:02: Train Epoch 3: 620/820 Loss: 0.417111
2026-08-18 22:02: Train Epoch 3: 640/820 Loss: 0.427085
2026-08-18 22:02: Train Epoch 3: 660/820 Loss: 0.399233
2026-08-18 22:02: Train Epoch 3: 680/820 Loss: 0.405629
2026-08-18 22:02: Train Epoch 3: 700/820 Loss: 0.397270
2026-08-18 22:02: Train Epoch 3: 720/820 Loss: 0.414102
2026-08-18 22:02: Train Epoch 3: 740/820 Loss: 0.381378
2026-08-18 22:03: Train Epoch 3: 760/820 Loss: 0.389581
2026-08-18 22:03: Train Epoch 3: 780/820 Loss: 0.435758
2026-08-18 22:03: Train Epoch 3: 800/820 Loss: 0.390483
2026-08-18 22:03: **********Train Epoch 3: averaged Loss: 0.417241, tf_ratio: 1.000000
2026-08-18 22:03: **********Val Epoch 3: average Loss: 0.397386
2026-08-18 22:03: *********************************Current best model saved!
2026-08-18 22:03: Train Epoch 4: 0/820 Loss: 0.407584
2026-08-18 22:03: Train Epoch 4: 20/820 Loss: 0.393150
2026-08-18 22:03: Train Epoch 4: 40/820 Loss: 0.376570
2026-08-18 22:03: Train Epoch 4: 60/820 Loss: 0.385525
2026-08-18 22:04: Train Epoch 4: 80/820 Loss: 0.395752
2026-08-18 22:04: Train Epoch 4: 100/820 Loss: 0.416102
2026-08-18 22:04: Train Epoch 4: 120/820 Loss: 0.402028
2026-08-18 22:04: Train Epoch 4: 140/820 Loss: 0.398708
2026-08-18 22:04: Train Epoch 4: 160/820 Loss: 0.400916
2026-08-18 22:04: Train Epoch 4: 180/820 Loss: 0.402122
2026-08-18 22:04: Train Epoch 4: 200/820 Loss: 0.416994
2026-08-18 22:04: Train Epoch 4: 220/820 Loss: 0.404938
2026-08-18 22:04: Train Epoch 4: 240/820 Loss: 0.380456
2026-08-18 22:04: Train Epoch 4: 260/820 Loss: 0.406893
2026-08-18 22:04: Train Epoch 4: 280/820 Loss: 0.386799
2026-08-18 22:04: Train Epoch 4: 300/820 Loss: 0.392775
2026-08-18 22:05: Train Epoch 4: 320/820 Loss: 0.400132
2026-08-18 22:05: Train Epoch 4: 340/820 Loss: 0.414467
2026-08-18 22:05: Train Epoch 4: 360/820 Loss: 0.390253
2026-08-18 22:05: Train Epoch 4: 380/820 Loss: 0.421895
2026-08-18 22:05: Train Epoch 4: 400/820 Loss: 0.408774
2026-08-18 22:05: Train Epoch 4: 420/820 Loss: 0.358936
2026-08-18 22:05: Train Epoch 4: 440/820 Loss: 0.379054
2026-08-18 22:05: Train Epoch 4: 460/820 Loss: 0.406357
2026-08-18 22:05: Train Epoch 4: 480/820 Loss: 0.378506
2026-08-18 22:05: Train Epoch 4: 500/820 Loss: 0.399685
2026-08-18 22:05: Train Epoch 4: 520/820 Loss: 0.379991
2026-08-18 22:05: Train Epoch 4: 540/820 Loss: 0.382777
2026-08-18 22:06: Train Epoch 4: 560/820 Loss: 0.365093
2026-08-18 22:06: Train Epoch 4: 580/820 Loss: 0.368955
2026-08-18 22:06: Train Epoch 4: 600/820 Loss: 0.396601
2026-08-18 22:06: Train Epoch 4: 620/820 Loss: 0.408954
2026-08-18 22:06: Train Epoch 4: 640/820 Loss: 0.390099
2026-08-18 22:06: Train Epoch 4: 660/820 Loss: 0.385733
2026-08-18 22:06: Train Epoch 4: 680/820 Loss: 0.372930
2026-08-18 22:06: Train Epoch 4: 700/820 Loss: 0.405725
2026-08-18 22:06: Train Epoch 4: 720/820 Loss: 0.370346
2026-08-18 22:06: Train Epoch 4: 740/820 Loss: 0.374205
