2026-08-17 02:05: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial24_20260817020512
2026-08-17 02:05: Train Epoch 1: 0/820 Loss: 17.109081
2026-08-17 02:05: Train Epoch 1: 20/820 Loss: 12.545532
2026-08-17 02:05: Train Epoch 1: 40/820 Loss: 8.272959
2026-08-17 02:05: Train Epoch 1: 60/820 Loss: 6.015469
2026-08-17 02:05: Train Epoch 1: 80/820 Loss: 5.244653
2026-08-17 02:05: Train Epoch 1: 100/820 Loss: 5.501743
2026-08-17 02:05: Train Epoch 1: 120/820 Loss: 5.369031
2026-08-17 02:05: Train Epoch 1: 140/820 Loss: 5.156973
2026-08-17 02:05: Train Epoch 1: 160/820 Loss: 4.917558
2026-08-17 02:06: Train Epoch 1: 180/820 Loss: 4.742544
2026-08-17 02:06: Train Epoch 1: 200/820 Loss: 4.680770
2026-08-17 02:06: Train Epoch 1: 220/820 Loss: 4.276299
2026-08-17 02:06: Train Epoch 1: 240/820 Loss: 4.445946
2026-08-17 02:06: Train Epoch 1: 260/820 Loss: 4.151428
2026-08-17 02:06: Train Epoch 1: 280/820 Loss: 4.056990
2026-08-17 02:06: Train Epoch 1: 300/820 Loss: 3.922486
2026-08-17 02:06: Train Epoch 1: 320/820 Loss: 4.112491
2026-08-17 02:06: Train Epoch 1: 340/820 Loss: 3.882210
2026-08-17 02:06: Train Epoch 1: 360/820 Loss: 3.735752
2026-08-17 02:06: Train Epoch 1: 380/820 Loss: 3.724300
2026-08-17 02:06: Train Epoch 1: 400/820 Loss: 3.458780
2026-08-17 02:07: Train Epoch 1: 420/820 Loss: 3.444863
2026-08-17 02:07: Train Epoch 1: 440/820 Loss: 3.462302
2026-08-17 02:07: Train Epoch 1: 460/820 Loss: 3.161867
2026-08-17 02:07: Train Epoch 1: 480/820 Loss: 2.799277
2026-08-17 02:07: Train Epoch 1: 500/820 Loss: 2.836474
2026-08-17 02:07: Train Epoch 1: 520/820 Loss: 2.691987
2026-08-17 02:07: Train Epoch 1: 540/820 Loss: 2.617136
2026-08-17 02:07: Train Epoch 1: 560/820 Loss: 2.449958
2026-08-17 02:07: Train Epoch 1: 580/820 Loss: 2.485454
2026-08-17 02:07: Train Epoch 1: 600/820 Loss: 2.385060
2026-08-17 02:07: Train Epoch 1: 620/820 Loss: 2.518802
2026-08-17 02:08: Train Epoch 1: 640/820 Loss: 2.364938
2026-08-17 02:08: Train Epoch 1: 660/820 Loss: 2.368649
2026-08-17 02:08: Train Epoch 1: 680/820 Loss: 2.396067
2026-08-17 02:08: Train Epoch 1: 700/820 Loss: 2.170892
2026-08-17 02:08: Train Epoch 1: 720/820 Loss: 2.288816
2026-08-17 02:08: Train Epoch 1: 740/820 Loss: 2.318765
2026-08-17 02:08: Train Epoch 1: 760/820 Loss: 2.292671
2026-08-17 02:08: Train Epoch 1: 780/820 Loss: 2.217017
2026-08-17 02:08: Train Epoch 1: 800/820 Loss: 2.058207
2026-08-17 02:08: **********Train Epoch 1: averaged Loss: 4.006034, tf_ratio: 1.000000
2026-08-17 02:09: **********Val Epoch 1: average Loss: 2.111815
2026-08-17 02:09: *********************************Current best model saved!
2026-08-17 02:09: Train Epoch 2: 0/820 Loss: 2.145280
2026-08-17 02:09: Train Epoch 2: 20/820 Loss: 2.093590
2026-08-17 02:09: Train Epoch 2: 40/820 Loss: 2.080183
2026-08-17 02:09: Train Epoch 2: 60/820 Loss: 2.158288
2026-08-17 02:09: Train Epoch 2: 80/820 Loss: 2.006528
2026-08-17 02:09: Train Epoch 2: 100/820 Loss: 2.029631
2026-08-17 02:09: Train Epoch 2: 120/820 Loss: 2.111916
2026-08-17 02:09: Train Epoch 2: 140/820 Loss: 2.029867
2026-08-17 02:09: Train Epoch 2: 160/820 Loss: 1.967925
2026-08-17 02:09: Train Epoch 2: 180/820 Loss: 2.030204
2026-08-17 02:10: Train Epoch 2: 200/820 Loss: 1.995822
2026-08-17 02:10: Train Epoch 2: 220/820 Loss: 2.048395
2026-08-17 02:10: Train Epoch 2: 240/820 Loss: 1.964394
2026-08-17 02:10: Train Epoch 2: 260/820 Loss: 1.931041
2026-08-17 02:10: Train Epoch 2: 280/820 Loss: 1.963757
2026-08-17 02:10: Train Epoch 2: 300/820 Loss: 1.840255
2026-08-17 02:10: Train Epoch 2: 320/820 Loss: 1.925148
2026-08-17 02:10: Train Epoch 2: 340/820 Loss: 1.985325
2026-08-17 02:10: Train Epoch 2: 360/820 Loss: 2.025065
2026-08-17 02:10: Train Epoch 2: 380/820 Loss: 1.872421
