2026-08-16 22:23: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial11_20260816222321
2026-08-16 22:23: Train Epoch 1: 0/410 Loss: 16.609188
2026-08-16 22:23: Train Epoch 1: 20/410 Loss: 16.751446
2026-08-16 22:23: Train Epoch 1: 40/410 Loss: 17.244648
2026-08-16 22:23: Train Epoch 1: 60/410 Loss: 17.318686
2026-08-16 22:23: Train Epoch 1: 80/410 Loss: 17.246893
2026-08-16 22:23: Train Epoch 1: 100/410 Loss: 16.743603
2026-08-16 22:23: Train Epoch 1: 120/410 Loss: 15.497725
2026-08-16 22:23: Train Epoch 1: 140/410 Loss: 15.989927
2026-08-16 22:23: Train Epoch 1: 160/410 Loss: 15.088074
2026-08-16 22:23: Train Epoch 1: 180/410 Loss: 14.762877
2026-08-16 22:24: Train Epoch 1: 200/410 Loss: 14.493915
2026-08-16 22:24: Train Epoch 1: 220/410 Loss: 14.301832
2026-08-16 22:24: Train Epoch 1: 240/410 Loss: 13.528748
2026-08-16 22:24: Train Epoch 1: 260/410 Loss: 13.457182
2026-08-16 22:24: Train Epoch 1: 280/410 Loss: 13.229513
2026-08-16 22:24: Train Epoch 1: 300/410 Loss: 12.829071
2026-08-16 22:24: Train Epoch 1: 320/410 Loss: 13.241043
2026-08-16 22:24: Train Epoch 1: 340/410 Loss: 11.843990
2026-08-16 22:24: Train Epoch 1: 360/410 Loss: 12.254705
2026-08-16 22:24: Train Epoch 1: 380/410 Loss: 12.393310
2026-08-16 22:24: Train Epoch 1: 400/410 Loss: 11.684341
2026-08-16 22:24: **********Train Epoch 1: averaged Loss: 14.534942, tf_ratio: 1.000000
2026-08-16 22:24: **********Val Epoch 1: average Loss: 11.495645
2026-08-16 22:24: *********************************Current best model saved!
2026-08-16 22:24: Train Epoch 2: 0/410 Loss: 11.097466
2026-08-16 22:24: Train Epoch 2: 20/410 Loss: 11.457436
2026-08-16 22:25: Train Epoch 2: 40/410 Loss: 11.658783
2026-08-16 22:25: Train Epoch 2: 60/410 Loss: 10.459758
2026-08-16 22:25: Train Epoch 2: 80/410 Loss: 10.927928
2026-08-16 22:25: Train Epoch 2: 100/410 Loss: 10.262001
2026-08-16 22:25: Train Epoch 2: 120/410 Loss: 10.192095
2026-08-16 22:25: Train Epoch 2: 140/410 Loss: 10.137152
2026-08-16 22:25: Train Epoch 2: 160/410 Loss: 10.437381
2026-08-16 22:25: Train Epoch 2: 180/410 Loss: 10.563677
2026-08-16 22:25: Train Epoch 2: 200/410 Loss: 10.231779
2026-08-16 22:25: Train Epoch 2: 220/410 Loss: 9.021380
2026-08-16 22:25: Train Epoch 2: 240/410 Loss: 9.499426
2026-08-16 22:25: Train Epoch 2: 260/410 Loss: 9.549343
2026-08-16 22:25: Train Epoch 2: 280/410 Loss: 9.230556
2026-08-16 22:25: Train Epoch 2: 300/410 Loss: 8.929804
2026-08-16 22:25: Train Epoch 2: 320/410 Loss: 9.265117
2026-08-16 22:26: Train Epoch 2: 340/410 Loss: 8.807631
2026-08-16 22:26: Train Epoch 2: 360/410 Loss: 8.582924
2026-08-16 22:26: Train Epoch 2: 380/410 Loss: 8.989895
2026-08-16 22:26: Train Epoch 2: 400/410 Loss: 8.558911
2026-08-16 22:26: **********Train Epoch 2: averaged Loss: 9.814522, tf_ratio: 1.000000
2026-08-16 22:26: **********Val Epoch 2: average Loss: 8.226478
2026-08-16 22:26: *********************************Current best model saved!
2026-08-16 22:26: Train Epoch 3: 0/410 Loss: 7.977935
2026-08-16 22:26: Train Epoch 3: 20/410 Loss: 8.180578
2026-08-16 22:26: Train Epoch 3: 40/410 Loss: 7.870368
2026-08-16 22:26: Train Epoch 3: 60/410 Loss: 7.825039
2026-08-16 22:26: Train Epoch 3: 80/410 Loss: 7.866323
2026-08-16 22:26: Train Epoch 3: 100/410 Loss: 7.702099
2026-08-16 22:26: Train Epoch 3: 120/410 Loss: 7.745977
2026-08-16 22:26: Train Epoch 3: 140/410 Loss: 7.639093
2026-08-16 22:26: Train Epoch 3: 160/410 Loss: 7.510693
2026-08-16 22:26: Train Epoch 3: 180/410 Loss: 7.533015
2026-08-16 22:27: Train Epoch 3: 200/410 Loss: 7.293766
2026-08-16 22:27: Train Epoch 3: 220/410 Loss: 7.017066
2026-08-16 22:27: Train Epoch 3: 240/410 Loss: 7.375911
2026-08-16 22:27: Train Epoch 3: 260/410 Loss: 7.030290
2026-08-16 22:27: Train Epoch 3: 280/410 Loss: 7.088903
2026-08-16 22:27: Train Epoch 3: 300/410 Loss: 6.968062
2026-08-16 22:27: Train Epoch 3: 320/410 Loss: 6.933764
2026-08-16 22:27: Train Epoch 3: 340/410 Loss: 6.902457
2026-08-16 22:27: Train Epoch 3: 360/410 Loss: 6.519157
2026-08-16 22:27: Train Epoch 3: 380/410 Loss: 6.450267
2026-08-16 22:27: Train Epoch 3: 400/410 Loss: 6.388551
2026-08-16 22:27: **********Train Epoch 3: averaged Loss: 7.296844, tf_ratio: 1.000000
2026-08-16 22:27: **********Val Epoch 3: average Loss: 6.351447
2026-08-16 22:27: *********************************Current best model saved!
2026-08-16 22:27: Train Epoch 4: 0/410 Loss: 6.399374
2026-08-16 22:27: Train Epoch 4: 20/410 Loss: 6.507107
2026-08-16 22:28: Train Epoch 4: 40/410 Loss: 6.329473
2026-08-16 22:28: Train Epoch 4: 60/410 Loss: 6.387392
2026-08-16 22:28: Train Epoch 4: 80/410 Loss: 6.319770
2026-08-16 22:28: Train Epoch 4: 100/410 Loss: 6.109831
2026-08-16 22:28: Train Epoch 4: 120/410 Loss: 6.132790
2026-08-16 22:28: Train Epoch 4: 140/410 Loss: 6.071925
2026-08-16 22:28: Train Epoch 4: 160/410 Loss: 5.903769
2026-08-16 22:28: Train Epoch 4: 180/410 Loss: 6.021330
2026-08-16 22:28: Train Epoch 4: 200/410 Loss: 5.780333
2026-08-16 22:28: Train Epoch 4: 220/410 Loss: 6.123943
2026-08-16 22:28: Train Epoch 4: 240/410 Loss: 5.851695
2026-08-16 22:28: Train Epoch 4: 260/410 Loss: 5.860872
2026-08-16 22:28: Train Epoch 4: 280/410 Loss: 6.185190
2026-08-16 22:28: Train Epoch 4: 300/410 Loss: 5.667200
2026-08-16 22:28: Train Epoch 4: 320/410 Loss: 5.755682
2026-08-16 22:28: Train Epoch 4: 340/410 Loss: 5.751308
2026-08-16 22:29: Train Epoch 4: 360/410 Loss: 5.729162
2026-08-16 22:29: Train Epoch 4: 380/410 Loss: 5.694326
2026-08-16 22:29: Train Epoch 4: 400/410 Loss: 5.694912
2026-08-16 22:29: **********Train Epoch 4: averaged Loss: 5.987522, tf_ratio: 1.000000
2026-08-16 22:29: **********Val Epoch 4: average Loss: 5.541916
2026-08-16 22:29: *********************************Current best model saved!
2026-08-16 22:29: Train Epoch 5: 0/410 Loss: 5.726979
2026-08-16 22:29: Train Epoch 5: 20/410 Loss: 5.640618
2026-08-16 22:29: Train Epoch 5: 40/410 Loss: 5.462231
2026-08-16 22:29: Train Epoch 5: 60/410 Loss: 5.516086
2026-08-16 22:29: Train Epoch 5: 80/410 Loss: 5.418985
2026-08-16 22:29: Train Epoch 5: 100/410 Loss: 5.721731
2026-08-16 22:29: Train Epoch 5: 120/410 Loss: 5.478879
2026-08-16 22:29: Train Epoch 5: 140/410 Loss: 5.558464
2026-08-16 22:29: Train Epoch 5: 160/410 Loss: 5.529321
2026-08-16 22:29: Train Epoch 5: 180/410 Loss: 5.383235
2026-08-16 22:30: Train Epoch 5: 200/410 Loss: 5.606936
2026-08-16 22:30: Train Epoch 5: 220/410 Loss: 5.435500
2026-08-16 22:30: Train Epoch 5: 240/410 Loss: 5.528581
2026-08-16 22:30: Train Epoch 5: 260/410 Loss: 5.686000
2026-08-16 22:30: Train Epoch 5: 280/410 Loss: 5.502956
2026-08-16 22:30: Train Epoch 5: 300/410 Loss: 5.360456
2026-08-16 22:30: Train Epoch 5: 320/410 Loss: 5.730782
2026-08-16 22:30: Train Epoch 5: 340/410 Loss: 5.610176
2026-08-16 22:30: Train Epoch 5: 360/410 Loss: 5.376595
2026-08-16 22:30: Train Epoch 5: 380/410 Loss: 5.314021
2026-08-16 22:30: Train Epoch 5: 400/410 Loss: 5.538515
2026-08-16 22:30: **********Train Epoch 5: averaged Loss: 5.511719, tf_ratio: 1.000000
2026-08-16 22:30: **********Val Epoch 5: average Loss: 5.319358
