2026-08-16 22:30: Experiment log path in: /scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/model/experiments/SAWS/trial12_20260816223052
2026-08-16 22:30: Train Epoch 1: 0/820 Loss: 16.908756
2026-08-16 22:30: Train Epoch 1: 20/820 Loss: 11.732512
2026-08-16 22:31: Train Epoch 1: 40/820 Loss: 6.769231
2026-08-16 22:31: Train Epoch 1: 60/820 Loss: 5.254000
2026-08-16 22:31: Train Epoch 1: 80/820 Loss: 5.514000
2026-08-16 22:31: Train Epoch 1: 100/820 Loss: 5.348003
2026-08-16 22:31: Train Epoch 1: 120/820 Loss: 5.637898
2026-08-16 22:31: Train Epoch 1: 140/820 Loss: 5.548420
2026-08-16 22:31: Train Epoch 1: 160/820 Loss: 5.786376
2026-08-16 22:31: Train Epoch 1: 180/820 Loss: 5.568744
2026-08-16 22:31: Train Epoch 1: 200/820 Loss: 5.617506
2026-08-16 22:31: Train Epoch 1: 220/820 Loss: 5.410530
2026-08-16 22:31: Train Epoch 1: 240/820 Loss: 5.351575
2026-08-16 22:31: Train Epoch 1: 260/820 Loss: 5.135615
2026-08-16 22:31: Train Epoch 1: 280/820 Loss: 5.559330
2026-08-16 22:31: Train Epoch 1: 300/820 Loss: 5.321390
2026-08-16 22:31: Train Epoch 1: 320/820 Loss: 5.601096
2026-08-16 22:31: Train Epoch 1: 340/820 Loss: 5.498444
2026-08-16 22:31: Train Epoch 1: 360/820 Loss: 5.447884
2026-08-16 22:31: Train Epoch 1: 380/820 Loss: 5.740584
2026-08-16 22:31: Train Epoch 1: 400/820 Loss: 5.443231
2026-08-16 22:31: Train Epoch 1: 420/820 Loss: 5.564829
2026-08-16 22:31: Train Epoch 1: 440/820 Loss: 5.496028
2026-08-16 22:31: Train Epoch 1: 460/820 Loss: 5.555265
2026-08-16 22:31: Train Epoch 1: 480/820 Loss: 5.692955
2026-08-16 22:32: Train Epoch 1: 500/820 Loss: 5.307815
2026-08-16 22:32: Train Epoch 1: 520/820 Loss: 5.241830
2026-08-16 22:32: Train Epoch 1: 540/820 Loss: 5.145614
2026-08-16 22:32: Train Epoch 1: 560/820 Loss: 5.361381
2026-08-16 22:32: Train Epoch 1: 580/820 Loss: 5.509293
2026-08-16 22:32: Train Epoch 1: 600/820 Loss: 5.407661
2026-08-16 22:32: Train Epoch 1: 620/820 Loss: 5.216461
2026-08-16 22:32: Train Epoch 1: 640/820 Loss: 5.252977
2026-08-16 22:32: Train Epoch 1: 660/820 Loss: 5.329599
2026-08-16 22:32: Train Epoch 1: 680/820 Loss: 5.201472
2026-08-16 22:32: Train Epoch 1: 700/820 Loss: 5.521041
2026-08-16 22:32: Train Epoch 1: 720/820 Loss: 5.382881
2026-08-16 22:32: Train Epoch 1: 740/820 Loss: 5.573039
2026-08-16 22:32: Train Epoch 1: 760/820 Loss: 5.605305
2026-08-16 22:32: Train Epoch 1: 780/820 Loss: 5.467489
2026-08-16 22:32: Train Epoch 1: 800/820 Loss: 5.341627
2026-08-16 22:32: **********Train Epoch 1: averaged Loss: 5.738161, tf_ratio: 1.000000
2026-08-16 22:32: **********Val Epoch 1: average Loss: 5.287853
2026-08-16 22:32: *********************************Current best model saved!
2026-08-16 22:32: Train Epoch 2: 0/820 Loss: 5.100348
2026-08-16 22:32: Train Epoch 2: 20/820 Loss: 5.651717
2026-08-16 22:33: Train Epoch 2: 40/820 Loss: 5.496028
2026-08-16 22:33: Train Epoch 2: 60/820 Loss: 5.396015
2026-08-16 22:33: Train Epoch 2: 80/820 Loss: 5.508826
2026-08-16 22:33: Train Epoch 2: 100/820 Loss: 5.275484
2026-08-16 22:33: Train Epoch 2: 120/820 Loss: 5.483097
2026-08-16 22:33: Train Epoch 2: 140/820 Loss: 5.601757
2026-08-16 22:33: Train Epoch 2: 160/820 Loss: 5.559034
2026-08-16 22:33: Train Epoch 2: 180/820 Loss: 5.396356
2026-08-16 22:33: Train Epoch 2: 200/820 Loss: 5.756092
2026-08-16 22:33: Train Epoch 2: 220/820 Loss: 5.360028
2026-08-16 22:33: Train Epoch 2: 240/820 Loss: 5.174175
2026-08-16 22:33: Train Epoch 2: 260/820 Loss: 5.438717
2026-08-16 22:33: Train Epoch 2: 280/820 Loss: 5.295003
2026-08-16 22:33: Train Epoch 2: 300/820 Loss: 5.533405
2026-08-16 22:33: Train Epoch 2: 320/820 Loss: 5.281239
2026-08-16 22:33: Train Epoch 2: 340/820 Loss: 5.115846
2026-08-16 22:33: Train Epoch 2: 360/820 Loss: 5.522890
2026-08-16 22:33: Train Epoch 2: 380/820 Loss: 5.623584
2026-08-16 22:33: Train Epoch 2: 400/820 Loss: 5.045287
2026-08-16 22:33: Train Epoch 2: 420/820 Loss: 5.505109
